# Satellite Name: OBS_102
# Start Time (UTCG): 21 Jul 2025 23:59:30.000
# Stop Time  (UTCG): 22 Jul 2025 00:29:02.000
# Orbit Altitude (km): 1300.000
# Inclination (deg): 60.000
# Orbit Geometry: delta
# Step Size (s): 60
# Number of Records: 31
# ---------------------------------------------
Time (UTCG),x (km),y (km),z (km),vx (km/s),vy (km/s),vz (km/s)
21 Jul 2025 23:59:30.000000000,-229.21034341239175,6917.182753454872,3324.7305401412978,-4.080460366851602,2.462131671581754,-5.403835962178
22 Jul 2025 00:00:30.000000000,-473.5454176938388,7053.871436212756,2995.4031931497884,-4.06189042154723,2.0929540330628678,-5.570842117544674
22 Jul 2025 00:01:30.000000000,-716.37970302895,7168.204561061664,2656.5826323741417,-4.030447286327061,1.7171432774885858,-5.720192821618469
22 Jul 2025 00:02:30.000000000,-956.9435942860842,7259.819776514712,2309.3426685205577,-3.986230612699304,1.3358904471149187,-5.85141474307427
22 Jul 2025 00:03:30.000000000,-1194.4746817655894,7328.426730065069,1954.783795578884,-3.9293805348323367,0.9504038315748085,-5.964092005426271
22 Jul 2025 00:04:30.000000000,-1428.220167514421,7373.807988387252,1594.0297030703132,-3.8600772254468696,0.5619051384700348,-6.057867505048974
22 Jul 2025 00:05:30.000000000,-1657.4392511369106,7395.819726440482,1228.2237147822707,-3.7785403248013854,0.17162562146244226,-6.132444042931689
22 Jul 2025 00:06:30.000000000,-1881.4054775879658,7394.3921832870565,858.5251652772195,-3.6850282445952303,-0.219197821891845,-6.187585266579699
22 Jul 2025 00:07:30.000000000,-2099.4090394956106,7369.529883183492,486.1057256591159,-3.579837348994255,-0.6093265701917742,-6.223116419076939
22 Jul 2025 00:08:30.000000000,-2310.7590267270625,7321.311621241683,112.14569024217266,-3.463301015375579,-0.9975242037062899,-6.238924892936241
22 Jul 2025 00:09:30.000000000,-2514.7856160615174,7249.890213707088,-262.1697641095994,-3.3357885777679135,-1.3825604229101072,-6.234960586981817
22 Jul 2025 00:10:30.000000000,-2710.8421940373305,7155.492013643386,-635.6543341168989,-3.197704156335358,-1.7632149476250083,-6.211236065132947
22 Jul 2025 00:11:30.000000000,-2898.3074062357855,7038.416193561499,-1007.1243497895784,-3.0494853766156576,-2.138281384404557,-6.167826516585651
22 Jul 2025 00:12:30.000000000,-3076.58712651733,6899.033797263191,-1375.4025257854767,-2.8916019825703763,-2.5065710499104576,-6.104869517518516
22 Jul 2025 00:13:30.000000000,-3245.116339960852,6737.786563907057,-1739.321692534654,-2.724554347844146,-2.866916738159394,-6.022564595077909
22 Jul 2025 00:14:30.000000000,-3403.360933544353,6555.185528021483,-2097.7284953041067,-2.548871889949794,-3.2181764197035982,-5.921172595024434
22 Jul 2025 00:15:30.000000000,-3550.819388887778,6351.809399903233,-2449.4870494796583,-2.3651113924063742,-3.559236861019699,-5.801014855044683
22 Jul 2025 00:16:30.000000000,-3687.02437169596,6128.302731533395,-2793.482540480487,-2.1738552401468083,-3.8890171526362067,-5.662472186348334
22 Jul 2025 00:17:30.000000000,-3811.544212861757,5885.373873824742,-3128.6247568972244,-1.9757095737888422,-4.206472134817078,-5.50598366677812
22 Jul 2025 00:18:30.000000000,-3923.9842765396957,5623.792731671981,-3453.8515456561913,-1.7713023686163751,-4.510595709946063,-5.332045249257652
22 Jul 2025 00:19:30.000000000,-4023.988210848728,5344.388323923063,-3768.1321782594487,-1.5612814443626981,-4.800424031111969,-5.1412081899872835
22 Jul 2025 00:20:30.000000000,-4111.239077244653,5048.046156002027,-4070.470617432176,-1.3463124121005663,-5.075038556791002,-4.934077301369481
22 Jul 2025 00:21:30.000000000,-4185.460354980593,4735.705413511745,-4359.908673824519,-1.1270765647475678,-5.3335689619442395,-4.711309035200594
22 Jul 2025 00:22:30.000000000,-4246.416817474072,4408.355985709263,-4635.529042763476,-0.9042687178704807,-5.575195896304824,-4.473609402203952
22 Jul 2025 00:23:30.000000000,-4293.915277800587,4067.035328289306,-4896.458211430625,-0.6785950076344343,-5.799153581112408,-4.221731734497778
22 Jul 2025 00:24:30.000000000,-4327.805200954015,3712.8251754160706,-5141.869227251993,-0.4507706528725025,-6.0047322360658715,-3.9564742980892897
22 Jul 2025 00:25:30.000000000,-4347.979180931023,3346.8481114257984,-5370.984318726403,-0.22151768837099434,-6.191280328802106,-3.678677762961542
22 Jul 2025 00:26:30.000000000,-4354.373281128439,2970.2640130646605,-5583.077360386183,0.0084373234465568,-6.358206639771952,-3.3892225387710684
22 Jul 2025 00:27:30.000000000,-4346.967236975536,2584.2663735362726,-5777.476174078084,0.23836559518603756,-6.504982135969161,-3.0890259846000934
22 Jul 2025 00:28:30.000000000,-4325.784520157394,2190.078520010927,-5953.564659271147,0.4675384241994789,-6.631141647573908,-2.7790395016063987
22 Jul 2025 00:29:02.000000000,-4308.875369207127,1976.9265349434424,-6039.796546146703,0.589204096159983,-6.689856348161271,-2.6100484389787657
