# Satellite Name: OBS_080
# Start Time (UTCG): 21 Jul 2025 23:59:30.000
# Stop Time  (UTCG): 22 Jul 2025 00:29:02.000
# Orbit Altitude (km): 1300.000
# Inclination (deg): 60.000
# Orbit Geometry: delta
# Step Size (s): 60
# Number of Records: 31
# ---------------------------------------------
Time (UTCG),x (km),y (km),z (km),vx (km/s),vy (km/s),vz (km/s)
21 Jul 2025 23:59:30.000000000,-4251.252823084721,-5461.391177122742,3324.732114837082,4.748366871573178,-0.4065268167858663,5.403835700681618
22 Jul 2025 00:00:30.000000000,-3959.7646504267022,-5477.115614532865,3643.5225056311083,4.965338618971428,-0.11748262215472022,5.2197032973363005
22 Jul 2025 00:01:30.000000000,-3655.7269510954734,-5475.481644354036,3950.7656235399777,5.166573913549514,0.17193390551361265,5.019028293180401
22 Jul 2025 00:02:30.000000000,-3340.103299808849,-5456.494445087643,4245.487735007922,5.351434988188167,0.4608055298027896,4.802446679628996
22 Jul 2025 00:03:30.000000000,-3013.893990218157,-5420.214192119094,4526.754788813572,5.519335969938496,0.748216741210755,4.570644860290059
22 Jul 2025 00:04:30.000000000,-2678.1328646856864,-5366.755867030465,4793.6753763217575,5.669744736808332,1.0332566586651446,4.324357475572444
22 Jul 2025 00:05:30.000000000,-2333.884037770305,-5296.2888931930365,5045.403556589905,5.80218460419584,1.3150219163412245,4.064365074418867
22 Jul 2025 00:06:30.000000000,-1982.2385237683495,-5209.036598821805,5281.14153737548,5.91623583562689,1.5926195266664689,3.791491640542777
22 Jul 2025 00:07:30.000000000,-1624.3107790069478,-5105.275509189016,5500.142203547618,6.011536973009714,1.8651697104288063,3.5066019810091036
22 Jul 2025 00:08:30.000000000,-1261.2351698403086,-4985.334470243959,5701.711484889803,6.087785982189664,2.1318086850274627,3.210598985435177
22 Jul 2025 00:09:30.000000000,-894.1623775480313,-4849.593606414074,5885.210555789351,6.144741210174597,2.3916914020239437,2.904420764498087
22 Jul 2025 00:10:30.000000000,-524.2557515242224,-4698.483115892025,6050.057859842363,6.18222215099546,2.643994225323166,2.5890376768173375
22 Jul 2025 00:11:30.000000000,-152.68762232189238,-4532.481907224974,6195.730952957606,6.200110017777619,2.88791754148859,2.265449253635355
22 Jul 2025 00:12:30.000000000,219.36441376965615,-4352.116081528772,6321.768159118076,6.1983481192067895,3.1226882939274434,1.9346810310423461
22 Jul 2025 00:13:30.000000000,590.7212268336132,-4157.957265136273,6427.770033552669,6.176942039199085,3.347562432907444,1.5977812997850183
22 Jul 2025 00:14:30.000000000,960.205890296518,-3950.6207979644255,6513.400628680829,6.135959619203728,3.5618272736453567,1.2558177829598534
22 Jul 2025 00:15:30.000000000,1326.6474109150688,-3730.763783341625,6578.38855881802,6.07553074319603,3.7648037549903535,0.9098742521202058
22 Jul 2025 00:16:30.000000000,1688.8844399593042,-3499.083005475861,6622.527860267736,5.995846926040983,3.9558485915462893,0.5610470925216465
22 Jul 2025 00:17:30.000000000,2045.7689538289244,-3256.3127211641427,6645.678644074155,5.8971607065334135,4.134356312409776,0.21044182839120265
22 Jul 2025 00:18:30.000000000,2396.169892440403,-3003.222332740852,6647.767539366712,5.779784847035644,4.299761180066982,-0.14083038076718707
22 Jul 2025 00:19:30.000000000,2738.9767438506597,-2740.6139496413757,6628.787925891532,5.644091342252708,4.451538983362229,-0.49165626172687765
22 Jul 2025 00:20:30.000000000,3073.1030637591894,-2469.3198463080244,6588.799954992728,5.490510240283857,4.5892086988602525,-0.8409239557916729
22 Jul 2025 00:21:30.000000000,3397.489918733162,-2190.1998244955544,6527.930358977124,5.319528279688387,4.712334015334409,-1.1875265425659505
22 Jul 2025 00:22:30.000000000,3711.109242243923,-1904.1384883347723,6446.372049466501,5.131687346883544,4.820524716551534,-1.5303655480740241
22 Jul 2025 00:23:30.000000000,4012.9670928775304,-1612.0424407919156,6344.383506010391,4.927582758765957,4.91343791796805,-1.868354426110616
22 Jul 2025 00:24:30.000000000,4302.106804394581,-1314.837410406957,6222.287956896979,4.707861375996466,4.990779153421235,-2.200422001789097
22 Jul 2025 00:25:30.000000000,4577.612017654822,-1013.4653174186321,6080.4723547583635,4.473219552930282,5.052303308368981,-2.5255158663740156
22 Jul 2025 00:26:30.000000000,4838.6095847981505,-708.8812885739738,5919.386150216775,4.22440093068885,5.097815396721352,-2.842605712638803
22 Jul 2025 00:27:30.000000000,5084.272336478033,-402.05063008196146,5739.539867458361,3.962194080366508,5.1271711788029934,-3.1506866001780303
22 Jul 2025 00:28:30.000000000,5313.821703376726,-93.94576830683764,5541.503486248903,3.6874300038435432,5.14027761848584,-3.4487821403255974
22 Jul 2025 00:29:02.000000000,5429.406129741081,70.5607492580967,5428.660797080908,3.536053800253779,5.140607122379168,-3.603355965601542
