# Satellite Name: OBS_006
# Start Time (UTCG): 21 Jul 2025 23:59:30.000
# Stop Time  (UTCG): 22 Jul 2025 00:29:02.000
# Orbit Altitude (km): 1300.000
# Inclination (deg): 60.000
# Orbit Geometry: delta
# Step Size (s): 60
# Number of Records: 31
# ---------------------------------------------
Time (UTCG),x (km),y (km),z (km),vx (km/s),vy (km/s),vz (km/s)
21 Jul 2025 23:59:30.000000000,-6649.460927834016,1919.5344225614015,3324.732284046289,-3.602559099127682,-3.1199068997927584,-5.403835781525822
22 Jul 2025 00:00:30.000000000,-6854.963349454818,1729.3971444152041,2995.40494512657,-3.2457119066052527,-3.216327965871807,-5.570842029267452
22 Jul 2025 00:01:30.000000000,-7038.740604747971,1533.778955807157,2656.5843868705347,-2.878578206734203,-3.3025556499351376,-5.7201928259961035
22 Jul 2025 00:02:30.000000000,-7200.210255681426,1333.2998217480024,2309.3444199763157,-2.502321541923725,-3.3783166739877433,-5.851414840093099
22 Jul 2025 00:03:30.000000000,-7338.860562827409,1128.5951128895422,1954.785538443386,-2.118134367655284,-3.443370931589301,-5.96409219477904
22 Jul 2025 00:04:30.000000000,-7454.252107208943,920.3135918313349,1594.0314318201504,-1.7272342732624455,-3.4975122488343717,-6.057867786135811
22 Jul 2025 00:05:30.000000000,-7546.019182932851,709.1153570251065,1228.2254239387564,-1.3308601230738364,-3.5405690377707195,-6.132444414861998
22 Jul 2025 00:06:30.000000000,-7613.870956207619,495.66975074702526,858.5268494237451,-0.930268130127369,-3.5724048402071458,-6.187585728174986
22 Jul 2025 00:07:30.000000000,-7657.592387071049,280.65323778043836,486.1073794583211,-0.5267278749049203,-3.5929187601843493,-6.2231169688745505
22 Jul 2025 00:08:30.000000000,-7677.0449109081865,64.74726152113104,112.14730845286009,-0.1215182817000789,-3.602045783740821,-6.23892552919399
22 Jul 2025 00:09:30.000000000,-7672.166877598643,-151.36391569283066,-262.16818661585233,0.28407643462567067,-3.599756984958959,-6.234961307683508
22 Jul 2025 00:10:30.000000000,-7642.973746901945,-366.9953811897413,-635.6528023394912,0.6887708386560429,-3.586059617638907,-6.211236867994767
22 Jul 2025 00:11:30.000000000,-7589.5580394615245,-581.463742628063,-1007.1228685830376,1.0912823482985408,-3.5609970923093575,-6.167827399063404
22 Jul 2025 00:12:30.000000000,-7512.089043582626,-794.0892938471287,-1375.401099844075,1.4903352996225718,-3.5246488386481922,-6.104870476815682
22 Jul 2025 00:13:30.000000000,-7410.812278713602,-1004.1981690317277,-1739.3203263775308,1.8846649897703869,-3.4771300537492813,-6.022565628154514
22 Jul 2025 00:14:30.000000000,-7286.048717330689,-1211.124478369728,-2097.7271932609483,2.2730216851307437,-3.418591337032667,-5.921173698606677
22 Jul 2025 00:15:30.000000000,-7138.193767692571,-1414.2124184298661,-2449.485815676974,2.654174582070289,-3.3492182129558423,-5.801016025635317
22 Jul 2025 00:16:30.000000000,-6967.7160206884155,-1612.8183505743054,-2793.481378828531,3.026915707671435,-3.269230543038214,-5.662473420237737
22 Jul 2025 00:17:30.000000000,-6775.155764751461,-1806.312840816049,-3128.623671077604,3.390063748112928,-3.1788818290631413,-5.5059849600560655
22 Jul 2025 00:18:30.000000000,-6561.123273543654,-1994.0826546612814,-3453.8505391101976,3.7424677925622754,-3.078458409663908,-5.332046597825688
22 Jul 2025 00:19:30.000000000,-6326.296871839573,-2175.53270060809,-3768.131254177153,4.083010980711679,-2.9682785528424365,-5.141209589571732
22 Jul 2025 00:20:30.000000000,-6071.420785738206,-2350.087916147076,-4070.469778742316,4.410614042399779,-2.8486914472947875,-4.934078747534971
22 Jul 2025 00:21:30.000000000,-5797.302784016591,-2517.1950902838676,-4359.907923185219,4.724238718099999,-2.72007609574148,-4.711310523364126
22 Jul 2025 00:22:30.000000000,-5504.811618099588,-2676.324616809916,-4635.528382553821,5.022891049436105,-2.58284011376842,-4.473610927649413
22 Jul 2025 00:23:30.000000000,-5194.874268760478,-2826.9721727616743,-4896.457643743119,5.305624529295057,-2.4374184379875734,-4.221733292390899
22 Jul 2025 00:24:30.000000000,-4868.473008276834,-2968.6603167524027,-5141.86875388593,5.571543101555194,-2.2842719476087465,-3.956475883492954
22 Jul 2025 00:25:30.000000000,-4526.64228735364,-3100.9400021080796,-5370.983941182167,5.819804000921623,-2.12388600379343,-3.6786793708514374
22 Jul 2025 00:26:30.000000000,-4170.46545667955,-3223.3920000130615,-5583.07707986048,6.049620423868994,-1.956768911419192,-3.3892241640516114
22 Jul 2025 00:27:30.000000000,-3801.071333505608,-3335.628228156174,-5777.475991460163,6.260264022227382,-1.7834503081281623,-3.089027622120574
22 Jul 2025 00:28:30.000000000,-3419.630624129331,-3437.2929806643215,-5953.564575139972,6.45106721150732,-1.604479485767763,-2.779041146177305
22 Jul 2025 00:29:02.000000000,-3211.6858428100754,-3487.078992399336,-6039.7965146708,6.544505005730838,-1.5069124269840364,-2.6100500851795814
