# Satellite Name: OBS_095
# Start Time (UTCG): 21 Jul 2025 23:59:30.000
# Stop Time  (UTCG): 22 Jul 2025 00:29:02.000
# Orbit Altitude (km): 1300.000
# Inclination (deg): 60.000
# Orbit Geometry: delta
# Step Size (s): 60
# Number of Records: 31
# ---------------------------------------------
Time (UTCG),x (km),y (km),z (km),vx (km/s),vy (km/s),vz (km/s)
21 Jul 2025 23:59:30.000000000,229.21034174702564,6917.182406786492,-3324.7312615080114,-4.080460366258825,-2.4621322361096825,-5.4038357054116055
22 Jul 2025 00:00:30.000000000,-15.851159840520134,6758.571334889,-3643.52165393832,-4.086098268571217,-2.823506718148321,-5.219703347119594
22 Jul 2025 00:01:30.000000000,-260.86242493071774,6578.540588101825,-3950.7647761826042,-4.078786260015738,-3.175932771132256,-5.019028387859139
22 Jul 2025 00:02:30.000000000,-505.0469489754068,6377.660730806677,-4245.486894671334,-4.058547514240336,-3.5182934650256468,-4.802446818903077
22 Jul 2025 00:03:30.000000000,-747.6308475455401,6156.56840365167,-4526.753958160886,-4.025446173107776,-3.84950376951737,-4.570645043718054
22 Jul 2025 00:04:30.000000000,-987.8453090120879,5915.9643058723195,-4793.674557985395,-3.9795871433991583,-4.168513992788152,-4.324357702572997
22 Jul 2025 00:05:30.000000000,-1224.929031108731,5656.610974593238,-5045.402753163258,-3.9211157643382037,-4.474313108256473,-4.064365344272536
22 Jul 2025 00:06:30.000000000,-1458.1306337001656,5379.330368148711,-5281.140751404684,-3.8502173469713963,-4.765931958787347,-3.791491952394311
22 Jul 2025 00:07:30.000000000,-1686.7110400992879,5085.001261082759,-5500.141437523485,-3.7671165868705283,-5.042446328202425,-3.5066023338701613
22 Jul 2025 00:08:30.000000000,-1909.9458193950543,4774.55645908325,-5701.710741239928,-3.6720768520130336,-5.3029798703628215,-3.210599378187452
22 Jul 2025 00:09:30.000000000,-2127.127482361868,4448.979842677808,-5885.209836870426,-3.565399348101293,-5.54670688653771,-2.9044211958968535
22 Jul 2025 00:10:30.000000000,-2337.5677236792153,4109.303249059192,-6050.057167932694,-3.4474221639612472,-5.772854942260319,-2.589038145495398
22 Jul 2025 00:11:30.000000000,-2540.599603348825,3756.6032019249324,-6195.730290249904,-3.3185192000528847,-5.980707315372699,-2.265449758107369
22 Jul 2025 00:12:30.000000000,-2735.579660402718,3391.9974996924284,-6321.767527712506,-3.179098983480607,-6.169605267506153,-1.9346815697095403
22 Jul 2025 00:13:30.000000000,-2921.889952198008,3016.641672904763,-6427.769435450193,-3.02960337326544,-6.338950131794238,-1.5977818709402536
22 Jul 2025 00:14:30.000000000,-3098.9400128388315,2631.725322052707,-6513.400065776864,-2.8705061599776833,-6.488205210204659,-1.2558183847930335
22 Jul 2025 00:15:30.000000000,-3266.16872451642,2238.4683474207923,-6578.388032896436,-2.702311564171554,-6.616897474474991,-0.9098748827240136
22 Jul 2025 00:16:30.000000000,-3423.046095837904,1838.1170829050184,-6622.527372995195,-2.5255526383783615,-6.724619065262789,-0.5610477498975913
22 Jul 2025 00:17:30.000000000,-3569.0749415069076,1431.940346056344,-6645.678196994834,-2.3407895777252317,-6.811028584757722,-0.21044251045595172
22 Jul 2025 00:18:30.000000000,-3703.7924580339254,1021.2254168661167,-6647.767133897416,-2.1486079445288686,-6.875852178660964,0.14082967617520548
22 Jul 2025 00:19:30.000000000,-3826.771690480889,607.2739580407238,-6628.78756331719,-1.9496168124970976,-6.918884404100379,0.49165553684062746
22 Jul 2025 00:20:30.000000000,-3937.6228855927793,191.39788969282398,-6588.79963646233,-1.7444468364150199,-6.939988880732753,0.8409232129084265
22 Jul 2025 00:21:30.000000000,-4035.9947270273306,-225.08476847525813,-6527.930085500079,-1.5337482534361222,-6.939098722968469,1.1875257840400126
22 Jul 2025 00:22:30.000000000,-4121.575448768132,-640.8540743202108,-6446.371821909437,-1.3181888223101785,-6.916216751949667,1.5303647763092725
22 Jul 2025 00:23:30.000000000,-4194.093823192448,-1054.592346497908,-6344.383325094411,-1.09845170708281,-6.871415486609029,1.86835364355288
22 Jul 2025 00:24:30.000000000,-4253.320020662231,-1464.9883405397675,-6222.287823195372,-0.8752333119694791,-6.804836913838579,2.2004212109184054
22 Jul 2025 00:25:30.000000000,-4299.066337914161,-1870.7414045281632,-6080.472268694791,-0.6492410742693301,-6.716692038496114,2.525515069696744
22 Jul 2025 00:26:30.000000000,-4331.18779294038,-2270.5656012011636,-5919.386112063927,-0.4211912223124454,-6.607260214675738,2.842604912679721
22 Jul 2025 00:27:30.000000000,-4349.582584474065,-2663.1937834236383,-5739.539877337092,-0.19180650554454243,-6.476888260362009,3.1506857994723054
22 Jul 2025 00:28:30.000000000,-4354.192414624317,-3047.381610106549,-5541.503544127849,0.03818609605384684,-6.3259893582732145,3.4487813414107618
22 Jul 2025 00:29:02.000000000,-4351.007666469838,-3248.409013913931,-5428.660880494604,0.16084570639027088,-6.237279251955917,3.603355168677782
