# Satellite Name: OBS_078
# Target Name: HGV_00003
# Start Time (UTCG): 21 Jul 2025 23:59:30.000
# Stop Time  (UTCG): 22 Jul 2025 00:29:02.000
# Orbit Altitude (km): 1300.000
# Inclination (deg): 60.000
# Orbit Geometry: delta
# Step Size (s): 60
# Number of Records: 18
# ---------------------------------------------
Time (UTCG),Observer,Target,Frame,ux,uy,uz
22 Jul 2025 00:00:00.000000000,OBS_078,HGV_00003,icrf,0.6766694130963689,0.5540962155085086,0.48486687795617067
22 Jul 2025 00:01:00.000000000,OBS_078,HGV_00003,icrf,0.6758409954412327,0.5629752008482537,0.4757077591451207
22 Jul 2025 00:02:00.000000000,OBS_078,HGV_00003,icrf,0.6750543233772012,0.5716450916815042,0.46639419984192954
22 Jul 2025 00:03:00.000000000,OBS_078,HGV_00003,icrf,0.6741186136030866,0.5803871038443571,0.456853263625217
22 Jul 2025 00:04:00.000000000,OBS_078,HGV_00003,icrf,0.6716571427702136,0.5912409907625102,0.4464423517184702
22 Jul 2025 00:05:00.000000000,OBS_078,HGV_00003,icrf,0.6690779608875704,0.6022386767427981,0.43548049151438967
22 Jul 2025 00:06:00.000000000,OBS_078,HGV_00003,icrf,0.6664659757834898,0.6132412108815192,0.42397915090193883
22 Jul 2025 00:07:00.000000000,OBS_078,HGV_00003,icrf,0.6636034408707847,0.6244831379791522,0.41188746478154215
22 Jul 2025 00:08:00.000000000,OBS_078,HGV_00003,icrf,0.6594425033152009,0.637168054624822,0.3989391620122057
22 Jul 2025 00:09:00.000000000,OBS_078,HGV_00003,icrf,0.6548764027524762,0.6503888919546114,0.3848781447939458
22 Jul 2025 00:10:00.000000000,OBS_078,HGV_00003,icrf,0.6498266337861197,0.6640999366983421,0.3697250601453169
22 Jul 2025 00:11:00.000000000,OBS_078,HGV_00003,icrf,0.6435601555346364,0.67904006849245,0.3531782999987448
22 Jul 2025 00:12:00.000000000,OBS_078,HGV_00003,icrf,0.6364538241312873,0.6947204746779273,0.3350969886643803
22 Jul 2025 00:13:00.000000000,OBS_078,HGV_00003,icrf,0.6284317775890806,0.710952237828907,0.3156270210902378
22 Jul 2025 00:14:00.000000000,OBS_078,HGV_00003,icrf,0.6190480872455156,0.7279172223583066,0.29481516764209414
22 Jul 2025 00:15:00.000000000,OBS_078,HGV_00003,icrf,0.6084338789957646,0.7453834566761245,0.2724182765596303
22 Jul 2025 00:16:00.000000000,OBS_078,HGV_00003,icrf,0.5964675412176155,0.7631452123365484,0.24866816676369463
22 Jul 2025 00:16:41.000000000,OBS_078,HGV_00003,icrf,0.5874201356655511,0.7753890577806616,0.23175287115521018
