# Satellite Name: OBS_037
# Target Name: HGV_00002
# Start Time (UTCG): 21 Jul 2025 23:59:30.000
# Stop Time  (UTCG): 22 Jul 2025 00:29:02.000
# Orbit Altitude (km): 1300.000
# Inclination (deg): 60.000
# Orbit Geometry: delta
# Step Size (s): 60
# Number of Records: 30
# ---------------------------------------------
Time (UTCG),Observer,Target,Frame,ux,uy,uz
22 Jul 2025 00:00:00.000000000,OBS_037,HGV_00002,icrf,-0.08721517257030428,0.32388223106408576,0.9420689009167442
22 Jul 2025 00:01:00.000000000,OBS_037,HGV_00002,icrf,-0.08405287674574001,0.27251316029574885,0.958473625811576
22 Jul 2025 00:02:00.000000000,OBS_037,HGV_00002,icrf,-0.08127619018062374,0.22023611604041457,0.9720546456352935
22 Jul 2025 00:03:00.000000000,OBS_037,HGV_00002,icrf,-0.0783924478108905,0.16728340658286792,0.9827873045620032
22 Jul 2025 00:04:00.000000000,OBS_037,HGV_00002,icrf,-0.06751366730601582,0.11811680307636763,0.9907019357798345
22 Jul 2025 00:05:00.000000000,OBS_037,HGV_00002,icrf,-0.055836891391488175,0.0692848104185695,0.9960330599960013
22 Jul 2025 00:06:00.000000000,OBS_037,HGV_00002,icrf,-0.04463703267927768,0.019964651438328207,0.998803758506412
22 Jul 2025 00:07:00.000000000,OBS_037,HGV_00002,icrf,-0.03388642469398632,-0.029869866958967654,0.9989792296486011
22 Jul 2025 00:08:00.000000000,OBS_037,HGV_00002,icrf,-0.02088106381483535,-0.07846165473925053,0.9966984247552213
22 Jul 2025 00:09:00.000000000,OBS_037,HGV_00002,icrf,-0.002811393702855771,-0.12327500377823053,0.992368565357108
22 Jul 2025 00:10:00.000000000,OBS_037,HGV_00002,icrf,0.014957513715282172,-0.16824085871501634,0.9856324295812772
22 Jul 2025 00:11:00.000000000,OBS_037,HGV_00002,icrf,0.03238551998989355,-0.21348273286611072,0.9764099041196792
22 Jul 2025 00:12:00.000000000,OBS_037,HGV_00002,icrf,0.053256246990612564,-0.255675129414164,0.9652947738155043
22 Jul 2025 00:13:00.000000000,OBS_037,HGV_00002,icrf,0.07661016116416475,-0.29516417750021606,0.9523701966814279
22 Jul 2025 00:14:00.000000000,OBS_037,HGV_00002,icrf,0.09977257323321295,-0.3346589927072521,0.9370425775975126
22 Jul 2025 00:15:00.000000000,OBS_037,HGV_00002,icrf,0.12474832697405056,-0.3720219096217885,0.9198029972111057
22 Jul 2025 00:16:00.000000000,OBS_037,HGV_00002,icrf,0.15257107390395186,-0.40544120010663726,0.9012987854556803
22 Jul 2025 00:17:00.000000000,OBS_037,HGV_00002,icrf,0.18053295478573633,-0.43833774845789863,0.8804929701668215
22 Jul 2025 00:18:00.000000000,OBS_037,HGV_00002,icrf,0.2103412191654371,-0.46822576083631845,0.8582081381630263
22 Jul 2025 00:19:00.000000000,OBS_037,HGV_00002,icrf,0.24186480426105925,-0.49453547630128103,0.8348269755699228
22 Jul 2025 00:20:00.000000000,OBS_037,HGV_00002,icrf,0.2738679388467238,-0.5195078699387187,0.8093873764419498
22 Jul 2025 00:21:00.000000000,OBS_037,HGV_00002,icrf,0.3074483750227091,-0.5402536306289276,0.7833272057628012
22 Jul 2025 00:22:00.000000000,OBS_037,HGV_00002,icrf,0.34161657417710667,-0.558160179830008,0.7561450455432678
22 Jul 2025 00:23:00.000000000,OBS_037,HGV_00002,icrf,0.3762792809159811,-0.5735645596549819,0.7276246275801409
22 Jul 2025 00:24:00.000000000,OBS_037,HGV_00002,icrf,0.41122861707797687,-0.5850079404055389,0.6990398659294075
22 Jul 2025 00:25:00.000000000,OBS_037,HGV_00002,icrf,0.44589743513126107,-0.5937473456677738,0.6698056187102613
22 Jul 2025 00:26:00.000000000,OBS_037,HGV_00002,icrf,0.4800627792907038,-0.5996703067458057,0.6402618613872579
22 Jul 2025 00:27:00.000000000,OBS_037,HGV_00002,icrf,0.513038505561655,-0.6030084811270331,0.6108782722440963
22 Jul 2025 00:28:00.000000000,OBS_037,HGV_00002,icrf,0.5447228410564111,-0.6045225018155259,0.5812310824707583
22 Jul 2025 00:28:32.000000000,OBS_037,HGV_00002,icrf,0.5610517539878536,-0.6046800204727607,0.5653167273203709
