# Satellite Name: Multiple
# Target Name: HGV_00005
# Start Time (UTCG): 21 Jul 2025 23:59:30.000
# Stop Time  (UTCG): 22 Jul 2025 00:29:02.000
# Orbit Altitude (km): 1300.000
# Inclination (deg): 60.000
# Orbit Geometry: delta
# Step Size (s): 0
# Number of Records: 177
# ---------------------------------------------
Strand Name,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
OBS_001 to HGV_00005,22 Jul 2025 00:08:05.386396242,22 Jul 2025 00:23:53.991796000,948.6053997579006
OBS_002 to HGV_00005,21 Jul 2025 23:59:59.983426000,22 Jul 2025 00:21:19.997806244,1280.0143802437346
OBS_003 to HGV_00005,21 Jul 2025 23:59:59.989404000,22 Jul 2025 00:14:01.787851187,841.7984471866117
OBS_004 to HGV_00005,21 Jul 2025 23:59:59.985157000,22 Jul 2025 00:05:29.731946576,329.7467895758396
OBS_012 to HGV_00005,22 Jul 2025 00:16:28.110354492,22 Jul 2025 00:23:53.993193000,445.8828385079944
OBS_020 to HGV_00005,22 Jul 2025 00:22:31.386701396,22 Jul 2025 00:23:53.985553000,82.59885160404679
OBS_021 to HGV_00005,22 Jul 2025 00:13:26.163587510,22 Jul 2025 00:23:53.991077000,627.8274894896263
OBS_022 to HGV_00005,21 Jul 2025 23:59:59.983991000,22 Jul 2025 00:23:53.984959000,1434.0009679999998
OBS_023 to HGV_00005,21 Jul 2025 23:59:59.994420000,22 Jul 2025 00:17:04.854003008,1024.8595830080596
OBS_024 to HGV_00005,21 Jul 2025 23:59:59.990091000,22 Jul 2025 00:09:18.333647904,558.343556903889
OBS_031 to HGV_00005,21 Jul 2025 23:59:59.986818000,22 Jul 2025 00:15:53.922452076,953.9356340760638
OBS_032 to HGV_00005,21 Jul 2025 23:59:59.989720000,22 Jul 2025 00:11:22.252340818,682.2626208178192
OBS_033 to HGV_00005,21 Jul 2025 23:59:59.982399000,22 Jul 2025 00:00:47.632438866,47.65003986575648
OBS_073 to HGV_00005,21 Jul 2025 23:59:59.983148000,22 Jul 2025 00:00:48.820566049,48.83741804863965
OBS_080 to HGV_00005,22 Jul 2025 00:22:58.977482916,22 Jul 2025 00:23:53.984774000,55.00729108364385
OBS_081 to HGV_00005,22 Jul 2025 00:13:53.078851002,22 Jul 2025 00:23:53.988493000,600.9096419980724
OBS_082 to HGV_00005,22 Jul 2025 00:08:13.703037076,22 Jul 2025 00:22:24.605696551,850.9026594751547
OBS_083 to HGV_00005,22 Jul 2025 00:03:33.385822750,22 Jul 2025 00:12:20.416325346,527.0305025956109
OBS_084 to HGV_00005,21 Jul 2025 23:59:59.984322000,22 Jul 2025 00:05:21.977515730,321.9931937297758
OBS_089 to HGV_00005,22 Jul 2025 00:16:17.093750516,22 Jul 2025 00:23:53.992130000,456.8983794843299
OBS_090 to HGV_00005,22 Jul 2025 00:09:08.311555344,22 Jul 2025 00:23:53.992125000,885.6805696555956
OBS_091 to HGV_00005,22 Jul 2025 00:03:18.501570543,22 Jul 2025 00:21:33.483518825,1094.9819482818425
OBS_092 to HGV_00005,21 Jul 2025 23:59:59.987828000,22 Jul 2025 00:13:06.380152018,786.3923240183283
OBS_093 to HGV_00005,21 Jul 2025 23:59:59.994678000,22 Jul 2025 00:06:40.958727233,400.964049233074
OBS_094 to HGV_00005,21 Jul 2025 23:59:59.985806000,22 Jul 2025 00:01:36.127063869,96.14125786917714
OBS_097 to HGV_00005,22 Jul 2025 00:19:44.509092101,22 Jul 2025 00:23:53.988207000,249.4791148991194
OBS_098 to HGV_00005,22 Jul 2025 00:11:47.008834151,22 Jul 2025 00:23:53.994612000,726.9857778485189
OBS_099 to HGV_00005,22 Jul 2025 00:05:16.337242872,22 Jul 2025 00:23:53.985568000,1117.6483251275126
OBS_100 to HGV_00005,21 Jul 2025 23:59:59.983401000,22 Jul 2025 00:16:41.045415445,1001.0620144452976
OBS_101 to HGV_00005,21 Jul 2025 23:59:59.991881000,22 Jul 2025 00:09:54.780318447,594.7884374467698
OBS_102 to HGV_00005,21 Jul 2025 23:59:59.988202000,22 Jul 2025 00:03:51.044476296,231.05627429577447
OBS_109 to HGV_00005,21 Jul 2025 23:59:59.987443000,22 Jul 2025 00:11:48.254693390,708.2672503899785
OBS_110 to HGV_00005,21 Jul 2025 23:59:59.984933000,22 Jul 2025 00:04:03.406817671,243.42188467094587
OBS_117 to HGV_00005,22 Jul 2025 00:22:33.945941362,22 Jul 2025 00:23:53.985498000,80.0395566384093
OBS_118 to HGV_00005,22 Jul 2025 00:14:00.727125972,22 Jul 2025 00:23:53.994168000,593.267042028309
OBS_119 to HGV_00005,22 Jul 2025 00:07:19.754454017,22 Jul 2025 00:23:53.987930000,994.2334759833495
OBS_120 to HGV_00005,22 Jul 2025 00:00:23.824256207,22 Jul 2025 00:18:36.362259707,1092.5380035000458
