t_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
0.0,2544076.5897681126,4721197.968758768,3660244.0427670153,-1596.8523381212726,-3002.4560816111043,4958.948632028885
1.0,2542479.7374299914,4718195.512677157,3665202.991399044,-1598.7780518315267,-3005.5080312574282,4956.488422447583
2.0,2540879.0336644496,4715186.952696254,3670157.0196119105,-1602.628852791153,-3011.610035497695,4951.564655681374
3.0,2539274.479724409,4712172.292606162,3675106.120710407,-1606.4784008050337,-3017.7082503135316,4946.634192278143
4.0,2537666.0768628395,4709151.5361956265,3680050.2879964667,-1610.3266958233435,-3023.802677057218,4941.697029367322
5.0,2536053.8263327624,4706124.6872520475,3684989.5147691416,-1614.1737377929967,-3029.8933170693927,4936.75316405273
6.0,2534437.7293872535,4703091.749561488,3689923.794324572,-1618.019526649965,-3035.9801716734655,4931.802593414439
7.0,2532817.7872794624,4700052.726908701,3694853.1199559704,-1621.8640623220708,-3042.0632421770133,4926.845314509934
8.0,2531194.0012626094,4697007.623077134,3699777.484953592,-1625.7073447301518,-3048.1425298717804,4921.881324370857
9.0,2529566.372590002,4693956.441848957,3704696.882604712,-1629.5493737857323,-3054.218036035076,4916.910620006034
10.0,2527934.902515038,4690899.1870050635,3709611.306193604,-1633.3901493935846,-3060.289761928376,4911.933198399143
11.0,2526299.592291215,4687835.8623251,3714520.7490015104,-1637.2296714498661,-3066.357708796859,4906.9490565108135
12.0,2524660.443172138,4684766.47158747,3719425.2043066258,-1641.0679398409557,-3072.421877870802,4901.958191278391
13.0,2523017.456411533,4681691.018569359,3724324.665384067,-1644.9049544476438,-3078.4822703646496,4896.960599613376
14.0,2521370.633263243,4678609.5070467405,3729219.1255058525,-1648.740715141641,-3084.538887477014,4891.956278405851
15.0,2519719.97498125,4675521.940794405,3734108.577940879,-1652.57522178418,-3090.591730389744,4886.945224519353
16.0,2518065.4828196745,4672428.323585961,3738993.015954891,-1656.4084742311388,-3096.640800270252,4881.9274347936735
17.0,2516407.1580327875,4669328.659193864,3743872.4328104663,-1660.2404723281506,-3102.686098271981,4876.902906047879
18.0,2514745.0018750182,4666222.951389417,3748746.821766987,-1664.071215913631,-3108.727625529282,4871.871635074262
19.0,2513079.0156009602,4663111.2039428055,3753616.176080615,-1667.9007048173808,-3114.7653831597418,4866.8336186411325
20.0,2511409.2004653835,4659993.420623098,3758480.4890042692,-1671.7289388594218,-3120.799372271169,4861.788853493985
21.0,2509735.5577232414,4656869.605198263,3763339.7537876028,-1675.5559178537223,-3126.8295939494856,4856.737336355029
22.0,2508058.088629676,4653739.761435199,3768193.9636769793,-1679.3816416042391,-3132.856049266644,4851.679063921329
23.0,2506376.794440033,4650603.89309973,3773043.1119154454,-1683.2061099056154,-3138.8787392801605,4846.6140328662
24.0,2504691.676409865,4647462.003956638,3777887.1917427117,-1687.029322546441,-3144.8976650298573,4841.54223983991
25.0,2503002.73579494,4644314.09776967,3782726.1963951252,-1690.85127930413,-3150.912827540189,4836.463681468507
26.0,2501309.9738512565,4641160.178301558,3787560.1191056487,-1694.6719799484126,-3156.924227818381,4831.378354354063
27.0,2499613.391835043,4638000.249314033,3792388.9531038334,-1698.491424241336,-3162.93186685862,4826.286255074432
28.0,2497912.991002774,4634834.314567841,3797212.6916157976,-1702.3096119354013,-3168.935745637398,4821.187380185118
29.0,2496208.7726111724,4631662.377822759,3802031.3278642036,-1706.126542774262,-3174.9358651135117,4816.081726216711
30.0,2494500.7379172253,4628484.442837614,3806844.855068231,-1709.9422164929565,-3180.9322262317874,4810.969289676053
31.0,2492788.8881781865,4625300.513370295,3811653.2664435557,-1713.7566328186076,-3186.924829920288,4805.850067046704
32.0,2491073.224651588,4622110.593177773,3816456.5552023244,-1717.5697914678603,-3192.913677090779,4800.724054788472
33.0,2489353.748595251,4618914.6860161135,3821254.7145531327,-1721.381692150142,-3198.8987686387263,4795.5912493364885
34.0,2487630.461267288,4615712.795640496,3826047.7377009974,-1725.1923345648684,-3204.88010544423,4790.451647102367
35.0,2485903.363926121,4612504.925805225,3830835.6178473374,-1729.0017184021417,-3210.857688371092,4785.305244475836
36.0,2484172.4578304836,4609291.080263753,3835618.348189949,-1732.8098433453124,-3216.8315182658844,4780.152037820546
37.0,2482437.7442394304,4606071.262768693,3840395.9219229785,-1736.616709066555,-3222.8015959593467,4774.992023477098
38.0,2480699.2244123504,4602845.477071835,3845168.3322369033,-1740.4223152296618,-3228.7679222649895,4769.825197763275
39.0,2478956.899608971,4599613.726924163,3849935.572318505,-1744.226661489578,-3234.7304979814216,4764.651556972181
40.0,2477210.7710893713,4596376.016075872,3854697.6353508476,-1748.0297474914696,-3240.68932389142,4759.471097373869
41.0,2475460.840113988,4593132.34827638,3859454.514513253,-1751.8315728728194,-3246.6444007591344,4754.28381521441
42.0,2473707.1079436257,4589882.727274354,3864206.2029812764,-1755.6321372603998,-3252.5957293333486,4749.089706715429
