t_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
0.0,2517543.4363941224,4713204.952835745,3646546.197429562,-1754.9114956390113,-1948.233418050222,3710.8734277510084
1.0,2515788.5248984834,4711256.719417695,3650257.070857313,-1756.8135658435058,-1951.3999037779868,3708.3199027918745
2.0,2514029.8092624354,4709302.153028189,3653962.8372351457,-1760.616880912101,-1957.7316582682543,3703.210413385881
3.0,2512267.291136659,4707341.256101158,3657663.4916840848,-1764.418547524605,-1964.0609832997434,3698.09604073246
4.0,2510500.972167386,4705374.03106159,3661359.0293166107,-1768.218570121564,-1970.3878878070973,3692.9767762650736
5.0,2508730.853996416,4703400.480325544,3665049.445236615,-1772.0169531246647,-1976.7123807054013,3687.8526113799307
6.0,2506956.938261137,4701420.606300179,3668734.7345393705,-1775.8137009385973,-1983.034470884595,3682.7235374383163
7.0,2505179.226594539,4699434.411383775,3672414.8923114915,-1779.6088179494254,-1989.3541672131978,3677.589545765193
8.0,2503397.720625238,4697441.8979657525,3676089.913630901,-1783.4023085257504,-1995.6714785383083,3672.4506276506
9.0,2501612.4219774874,4695443.068426698,3679759.7935667927,-1787.1941770182457,-2001.986413680017,3667.3067743494175
10.0,2499823.3322712015,4693437.9251383925,3683424.5271795997,-1790.984427756397,-2008.298981436994,3662.157977081137
11.0,2498030.4531219746,4691426.470463824,3687084.109520955,-1794.7730650505982,-2014.609190581832,3657.004227031255
12.0,2496233.7861411003,4689408.706757229,3690738.5356336622,-1798.560093194712,-2020.9170498619787,3651.845515349414
13.0,2494433.332935585,4687384.6363641005,3694387.800551654,-1802.345516460482,-2027.2225680011325,3646.681833150331
14.0,2492629.0951081794,4685354.261621227,3698031.899299963,-1806.1293390986975,-2033.5257536936551,3641.5131715168245
15.0,2490821.074257388,4683317.584856713,3701670.8268946875,-1809.9115653419867,-2039.8266156078316,3636.339521496091
16.0,2489009.2719774954,4681274.608390011,3705304.578342955,-1813.6921993992291,-2046.125162385404,3631.160874102032
17.0,2487193.6898585893,4679225.334531942,3708933.1486428916,-1817.4712454588152,-2052.421402638778,3625.977220315952
18.0,2485374.329486578,4677169.765584733,3712556.532783587,-1821.248707689112,-2058.7153449524194,3620.7885510858614
19.0,2483551.192443211,4675107.903842038,3716174.7257450633,-1825.024590233108,-2065.0069978781976,3615.594857327407
20.0,2481724.2803061116,4673039.751588977,3719787.722498242,-1828.7988972119056,-2071.296369939577,3610.396129923174
21.0,2479893.5946487873,4670965.311102158,3723395.5180049096,-1832.5716327242553,-2077.583469626028,3605.192359725479
22.0,2478059.137040663,4668884.584649725,3726998.107217693,-1836.3428008432966,-2083.8683053953573,3599.983537555905
23.0,2476220.9090471007,4666797.574491368,3730595.4850800214,-1840.1124056177214,-2090.150885672774,3594.769654203905
24.0,2474378.9122294276,4664704.282878379,3734187.6465261006,-1843.8804510715418,-2096.4312188448384,3589.5507004302926
25.0,2472533.1481449576,4662604.712053678,3737774.586480882,-1847.6469412017614,-2102.7093132641166,3584.3266669663135
26.0,2470683.618347024,4660498.864251851,3741356.299860033,-1851.4118799769785,-2108.9851772445254,3579.0975445143413
27.0,2468830.3243850037,4658386.741699189,3744932.7815699107,-1855.1752713401802,-2115.258819059469,3573.86332374881
28.0,2466973.2678043437,4656268.346613732,3748504.026507531,-1858.9371192043182,-2121.530246942304,3568.623995319009
29.0,2465112.450146595,4654143.681205304,3752070.0295605487,-1862.6974274527747,-2127.799469084479,3563.3795498467516
30.0,2463247.872949438,4652012.747675563,3755630.7856072243,-1866.4561999368016,-2134.0664936290123,3558.1299779287074
31.0,2461379.5377467214,4649875.548218046,3759186.289516406,-1870.2134404759854,-2140.331328674685,3552.8752701387275
32.0,2459507.446068486,4647732.085018214,3762736.536147502,-1873.9691528573167,-2146.593982270453,3547.615417027613
33.0,2457631.599441007,4645582.360253505,3766281.5203504614,-1877.7233408298343,-2152.8544624117203,3542.350409125909
34.0,2455751.9993868265,4643426.37609339,3769821.2369657536,-1881.4760081081185,-2159.1127770398743,3537.080236944137
35.0,2453868.6474247905,4641264.134699426,3773355.6808243496,-1885.2271583676338,-2165.368934039958,3531.8048909737263
36.0,2451981.5450700913,4639095.6382253105,3776884.846747701,-1888.9767952428665,-2171.6229412346147,3526.5243616916705
37.0,2450090.693834305,4636920.888816956,3780408.729547733,-1892.724922328256,-2177.874806381762,3521.238639560761
38.0,2448196.0952254348,4634739.888612547,3783927.3240268226,-1896.471543170046,-2184.124537170399,3515.9477150305174
39.0,2446297.7507479647,4632552.639742616,3787440.624977794,-1900.2166612686124,-2190.372141216416,3510.651578541845
40.0,2444395.6619028975,4630359.144330114,3790948.6271839063,-1903.960280076135,-2196.6176260607317,3505.3502205277327
41.0,2442489.8301878124,4628159.404490494,3794451.3254188495,-1907.7024029905442,-2202.8609991576523,3500.043631418608
42.0,2440580.2570969164,4625953.422331799,3797948.7144467435,-1911.443033354124,-2209.102267874405,3494.731801643269
43.0,2438666.944121104,4623741.199954745,3801440.789022136,-1915.1821744500194,-2215.3414394846186,3489.4147216337733
44.0,2436749.8927480164,4621522.73945283,3804927.543890011,-1918.919829496881,-2221.578521158546,3484.0923818282317
45.0,2434829.1044621104,4619298.042912428,3808408.9737857925,-1922.6560016465373,-2227.8135199588723,3478.764772675233
46.0,2432904.5807447233,4617067.112412912,3811885.0734353615,-1926.3906939788722,-2234.046442829538,3473.431884640362
47.0,2430976.3230741527,4614829.950026769,3815355.837555073,-1930.1239094962366,-2240.2772965896875,3468.0937082092278
48.0,2429044.332925731,4612586.557819732,3818821.26085178,-1933.855651118094,-2246.5060879220255,3462.750233894447
49.0,2427108.6117719165,4610336.937850925,3822281.338022862,-1937.5859216740355,-2252.73282335978,3457.4014522414654
50.0,2425169.161082383,4608081.092173013,3825736.063756263,-1941.3147238977253,-2258.95750927832,3452.047353836475
51.0,2423225.982324121,4605819.0228323685,3829185.432730535,-1945.0420604194514,-2265.1801518811844,3446.687929312233
52.0,2421279.076961544,4603550.731869251,3832629.4396148873,-1948.7679337584414,-2271.400757183321,3441.323169359006
53.0,2419328.446456604,4601276.221318002,3836068.079069253,-1952.492346312385,-2277.6193309952505,3435.9530647348147
54.0,2417374.092268919,4598995.49320726,3839501.345744357,-1956.215300347656,-2283.835878907703,3430.577606272651
55.0,2415416.015855909,4596708.549560186,3842929.2342817984,-1959.9367979883682,-2290.050406268332,3425.1967848937493
56.0,2413454.2186729424,4594415.392394723,3846351.7393141445,-1963.6568412047345,-2296.262918161694,3419.8105916227214
57.0,2411488.7021734994,4592116.023723863,3849768.855465044,-1967.3754317977,-2302.4734193854965,3414.4190176010597
58.0,2409519.467809347,4589810.445555952,3853180.5773493466,-1971.0925713859033,-2308.6819144207984,3409.022054100875
59.0,2407546.5170307276,4587498.6598950215,3856586.8995732456,-1974.80826138868,-2314.8884074059315,3403.6196925460827
60.0,2405569.8512865696,4585180.6687411405,3859987.8167344388,-1978.5225030051079,-2321.0929020997137,3398.2119245324284
61.0,2403589.4720247174,4582856.474090822,3863383.3234223104,-1982.2352971944492,-2327.29540184699,3392.7987418475095
62.0,2401605.3806921807,4580526.077937447,3866773.414218134,-1985.9466446558945,-2333.4959095376544,3387.3801364977844
63.0,2399617.5787354056,4578189.482271747,3870158.083695306,-1989.6565458003897,-2339.6944275600836,3381.956100734649
64.0,2397626.06760058,4575846.689082326,3873537.326419603,-1993.3650007231627,-2345.8909577522427,3376.526627087733
65.0,2395630.8487339593,4573497.700356242,3876911.1369494814,-1997.072009171592,-2352.085501341149,3371.0917084002867
66.0,2393631.9235822367,4571142.518079644,3880279.5098364037,-2000.7775705100503,-2358.2780588846654,3365.651337862946
67.0,2391629.293592939,4568781.144238473,3883642.4396252073,-2004.4816836833488,-2364.4686302011833,3360.2055090614595
68.0,2389622.96021487,4566413.580819242,3886999.9208545266,-2008.1843471711036,-2370.6572142890655,3354.7542160255834
69.0,2387612.924898597,4564039.829809895,3890351.9480572585,-2011.8855589374434,-2376.8438092391007,3349.297453282634
70.0,2385599.189096995,4561659.8932007635,3893698.515761092,-2015.585316380486,-2383.0284121399745,3343.8352159177884
71.0,2383581.754265836,4559273.772985615,3897039.618489094,-2019.2836162692402,-2389.211018967908,3338.367499643471
72.0,2381560.6218644567,4556881.471162828,3900375.250760379,-2022.9804546739906,-2395.391624461394,3332.894300876884
73.0,2379535.793356488,4554482.989736692,3903705.407090848,-2026.6758268969133,-2401.5702219898812,3327.4156168259215
74.0,2377507.270210663,4552078.330718848,3907030.0819940306,-2030.369010393275,-2407.745540215168,3321.932130927453
75.0,2375475.0553357014,4549667.498656262,3910349.2713527028,-2034.059582465561,-2413.9168352978304,3316.444244355662
76.0,2373439.1510457317,4547250.497048252,3913662.970482742,-2037.748170307139,-2420.0852126632817,3310.95135699003
77.0,2371399.558995087,4544827.328230935,3916971.174066683,-2041.4350920061115,-2426.2512336983345,3305.4531610081904
78.0,2369356.2808617195,4542397.994580856,3920273.8768047583,-2045.120322567178,-2432.4148554974236,3299.9496756442823
79.0,2367309.318349953,4539962.49851994,3923571.0734179714,-2048.8038340858184,-2438.576029935386,3294.4409233822953
80.0,2365258.673193548,4537520.842520985,3926862.758651523,-2052.4855954248924,-2444.734703083057,3288.9269303351175
81.0,2363204.347159103,4535073.029113774,3930148.9272786416,-2056.165571854217,-2450.890814553015,3283.407726672245
82.0,2361146.3420498394,4532619.060891879,3933429.5741048674,-2059.8437246454414,-2457.044296772685,3277.8833471029066
83.0,2359084.659709812,4530158.940520229,3936704.6939728474,-2063.520010621054,-2463.195074161049,3272.3538314164616
84.0,2357019.3020285973,4527692.670743557,3939974.2817677003,-2067.194381644251,-2469.343062204309,3266.8192250924185
85.0,2354950.2709465236,4525220.25439582,3943238.3324230323,-2070.8667840487324,-2475.48816642724,3261.279579985654
86.0,2352877.5684605,4522741.694410702,3946496.8409276716,-2074.537157998653,-2481.630281225778,3255.7349551049992
87.0,2350801.1966305263,4520256.993833369,3949749.8023332423,-2078.205436764285,-2487.7692885575816,3250.185417487286
88.0,2348721.1575869713,4517766.155833587,3952997.211762646,-2081.8715459133964,-2493.905056475196,3244.6310431808233
89.0,2346637.4535386995,4515269.183720418,3956239.064419604,-2085.5354023987893,-2500.037437460851,3239.0719183660112
90.0,2344550.0867821737,4512766.080958665,3959475.3555993782,-2089.196913526859,-2506.1662665577605,3233.5081406170502
91.0,2342459.059711646,4510256.851187303,3962706.080700838,-2092.855975798797,-2512.291359259747,3227.939820327796
92.0,2340364.374830576,4507741.498240146,3965931.235240034,-2096.512473601615,-2518.412509130314,3222.367082332261
93.0,2338266.0347644426,4505220.026169042,3969150.8148655025,-2100.166277730139,-2524.529485109262,3216.7900677386206
94.0,2336164.042275116,4502692.439269927,3972364.815375511,-2103.817243717378,-2530.6420284723863,3211.208936004434
95.0,2334058.400277008,4500158.742112097,3975573.2327375114,-2107.4652099446394,-2536.749849388376,3205.6238673010375
96.0,2331949.1118552266,4497618.939571151,3978776.063110113,-2111.109995507635,-2542.8526230216958,3200.0350651913323
97.0,2329836.1802859926,4495073.036866054,3981973.302867894,-2114.7513977966737,-2548.949985120911,3194.4427596728783
98.0,2327719.609059633,4492521.039600909,3985164.948629459,-2118.3891897548456,-2555.0415270114318,3188.847210645443
99.0,2325599.401906483,4489962.953812031,3988350.997289185,-2122.023116774857,-2561.1267899223603,3183.248711848166
100.0,2323475.5628260835,4487398.786021064,3991531.446053155,-2125.6528931702487,-2567.205258538015,3177.6475953480694
101.0,2321348.0961201424,4484828.543294955,3994706.292479881,-2129.278198174434,-2573.2763536837883,3172.0442366518546
102.0,2319217.0064297346,4482252.233313696,3997875.534526459,-2132.8986713949125,-2579.3394240033813,3166.4390605331864
103.0,2317082.2987773526,4479669.864446948,4001039.1706009475,-2136.5139076448977,-2585.393736493308,3160.832547685597
104.0,2314943.978614445,4477081.44584071,4004197.19962183,-2140.1234510659706,-2591.4384657391347,3155.2252423088066
105.0,2312802.0518752206,4474486.98751547,4007349.621085565,-2143.726788437227,-2597.472681649495,3149.6177607774734
106.0,2310656.5250375704,4471886.500477411,4010496.435143385,-2147.323341553798,-2603.4953354783356,3144.0108015493024
107.0,2308507.405192113,4469279.996844513,4013637.6426886637,-2150.9124585464597,-2609.505243897438,3138.4051564882975
108.0,2306354.7001204775,4466667.489989616,4016773.2454563617,-2154.493403985398,-2615.5010708244517,3132.801723820856
109.0,2304198.418384142,4464048.994702864,4019903.2461363054,-2158.065347583033,-2621.4813066744246,3127.20152296219
110.0,2302038.5694253114,4461424.527376267,4023027.648502286,-2161.627351310104,-2627.44424468372,3121.6057114915457
111.0,2299875.163681522,4458794.106213497,4026146.4575592885,-2165.1783546840306,-2633.3879538546316,3116.0156045935582
112.0,2297708.2127159433,4456157.751468558,4029259.679711473,-2168.7171579550486,-2639.3102480294183,3110.4326973303687
113.0,2295537.729365612,4453515.485717438,4032367.322953949,-2172.2424029014073,-2645.208650548011,3104.858690170804
114.0,2293363.7279101405,4450867.334167462,4035469.397091815,-2175.752550875768,-2651.0803538244218,3099.2955182464793
115.0,2291186.2242638604,4448213.325009789,4038565.913990442,-2179.245857697446,-2656.9221731023863,3093.7453848912846
116.0,2289005.2361947456,4445553.489821257,4041656.8878615974,-2182.7203449425288,-2662.7304935590364,3088.2108000935987
117.0,2286820.7835739753,4442887.864022671,4044742.3355906294,-2186.1737671056762,-2668.5012097703293,3082.6946245695
118.0,2284632.8886605343,4440216.487401716,4047822.2771107364,-2189.5599908074364,-2674.1505841794424,3077.252573851263
119.0,2282441.6635923604,4437539.562854312,4050896.840738332,-2192.7824805113487,-2679.503370895982,3072.0013801471796
