t_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
0.0,2656179.8658358515,4666030.364095133,3632656.5062353676,-783.2652292419225,-2046.4514365680516,3187.9181240792386
1.0,2655396.6006066096,4663983.912658565,3635844.424359447,-785.2509442595765,-2049.6222927900963,3185.403601968894
2.0,2654609.3639473324,4661931.119509553,3639027.3134393054,-789.222051828634,-2055.9628276671283,3180.3725901488215
3.0,2653818.1565029523,4659871.9870032305,3642205.1695397445,-793.1925178591628,-2062.3010131665505,3175.337637927383
4.0,2653022.978911614,4657806.5174832195,3645377.98871516,-797.1623491325881,-2068.6368607850745,3170.298734882148
5.0,2652223.831804687,4655734.71328166,3648545.767009509,-801.1315524224192,-2074.9703819975257,3165.2558705525007
6.0,2651420.715806769,4653656.576719224,3651708.500456265,-805.1001344944816,-2081.3015882540494,3160.209034439875
7.0,2650613.631535698,4651572.110105152,3654866.1850783885,-809.0681021045893,-2087.6304909782484,3155.1582160114776
8.0,2649802.57960256,4649481.315737268,3658018.816888288,-813.0354620018043,-2093.957101573702,3150.103404693771
9.0,2648987.5606116946,4647384.195902005,3661166.391887776,-817.0022209282033,-2100.2814314179122,3145.0445898775943
10.0,2648168.5751607036,4645280.752874432,3664308.9060680433,-820.968385616783,-2106.6034918650985,3139.9817609174643
11.0,2647345.623840461,4643170.988918275,3667446.355409611,-824.9339627914596,-2112.9232942438684,3134.9149071283173
12.0,2646518.7072351207,4641054.906285944,3670578.7358823,-828.898959171027,-2119.240849861875,3129.844017788768
13.0,2645687.825922119,4638932.507218551,3673706.0434451886,-832.8633814640343,-2125.556170001626,3124.7690821387805
14.0,2644852.9804721926,4636803.793945941,3676828.2740465775,-836.8272363720462,-2131.8692659218796,3119.6900893829297
15.0,2644014.171449375,4634668.768686707,3679945.4236239544,-840.7905305889435,-2138.1801488595083,3114.6070286852773
16.0,2643171.3994110147,4632527.433648222,3683057.488103948,-844.753270799527,-2144.4888300243765,3109.519889172865
17.0,2642324.664907776,4630379.791026658,3686164.4634023,-848.7154636823107,-2150.795320605859,3104.428659936413
18.0,2641473.96848365,4628225.84300701,3689266.345423821,-852.6771159074269,-2157.0996317695826,3099.333330026362
19.0,2640619.310675961,4626065.591763119,3692363.130062353,-856.6382341382559,-2163.401774656493,3094.2338884570636
20.0,2639760.6920153736,4623899.039457697,3695454.813200735,-860.5988250281662,-2169.701760384254,3089.1303242025897
21.0,2638898.1130259046,4621726.188242351,3698541.390710758,-864.5588952235412,-2175.999600048177,3084.022626200691
22.0,2638031.5742249265,4619547.040257601,3701622.8584531364,-868.5184513644781,-2182.295304718893,3078.9107833509333
23.0,2637161.0761231757,4617361.597632913,3704699.21227746,-872.4775000819936,-2188.5888854456134,3073.794784513302
24.0,2636286.6192247625,4615169.86248671,3707770.448022163,-876.4360479989555,-2194.880353251938,3068.674618509831
25.0,2635408.2040271778,4612971.836926409,3710836.5615144796,-880.3941017314792,-2201.1697191386484,3063.550274124369
26.0,2634525.8310212996,4610767.523048433,3713897.5485704117,-884.3516678875312,-2207.4569940846413,3058.4217401030473
27.0,2633639.5006914027,4608556.92293824,3716953.4049946857,-888.3087530666962,-2213.74218904227,3053.2890051526483
28.0,2632749.213515166,4606340.038670348,3720004.126580717,-892.265363861341,-2220.025314943865,3048.152057940839
29.0,2631854.96996368,4604116.872308352,3723049.7091105673,-896.2215068556834,-2226.3063826956786,3043.010887098033
30.0,2630956.770501455,4601887.425904957,3726090.148354913,-900.1771886264905,-2232.585403180681,3037.865481215762
31.0,2630054.615586427,4599651.701501991,3729125.440072999,-904.1324157409836,-2238.862387259025,3032.7158288469072
32.0,2629148.505669973,4597409.701130439,3732155.580012607,-908.0871947587002,-2245.1373457671143,3027.5619185057003
33.0,2628238.4411969096,4595161.426810456,3735180.5639100103,-912.0415322331246,-2251.4102895152755,3022.4037386679556
34.0,2627324.4226055066,4592906.880551408,3738200.387489943,-915.9954347070307,-2257.6812292905524,3017.2412777708378
35.0,2626406.4503274956,4590646.064351875,3741215.046465552,-919.948908715276,-2263.950175857637,3012.0745242123958
36.0,2625484.524788076,4588378.980199693,3744224.5365383676,-923.9019607859664,-2270.2171399537474,3006.9034663548227
37.0,2624558.6464059236,4586105.630071968,3747228.8533982616,-927.8545974360313,-2276.4821322928183,3001.7280925197992
38.0,2623628.815593204,4583826.015935107,3750227.992723407,-931.8068251751829,-2282.7451635627076,2996.548390989192
39.0,2622695.0327555733,4581540.139744842,3753221.95018024,-935.7586505042855,-2289.00624442799,2991.3643500099424
40.0,2621757.2982921954,4579248.003446251,3756210.721423427,-939.7100799137261,-2295.2653855257668,2986.1759577912744
41.0,2620815.612595746,4576949.608973791,3759194.3020958225,-943.6611198857427,-2301.5225974651985,2980.9832025012
42.0,2619869.976052424,4574644.958251321,3762172.6878284295,-947.6117768927943,-2307.7778908307664,2975.7860722725745
43.0,2618920.3890419602,4572334.053192129,3765145.8742403677,-951.5620573968627,-2314.03127618134,2970.5845552000683
44.0,2617966.85193763,4570016.895698958,3768113.8569388296,-955.5119678489864,-2320.282764046453,2965.378639341332
45.0,2617009.3651062623,4567693.487664036,3771076.6315190503,-959.4615146920551,-2326.532364924904,2960.1683127181605
46.0,2616047.928908246,4565363.830969108,3774034.193564266,-963.4107043552212,-2332.7800892898813,2954.9535633148625
47.0,2615082.543697552,4563027.927485457,3776986.53864568,-967.3595432562288,-2339.0259475838393,2949.7343790794257
48.0,2614113.2098217336,4560685.779073941,3779933.662322425,-971.3080378037412,-2345.2699502161704,2944.51074792468
49.0,2613139.9276219443,4558337.387585024,3782875.5601415294,-975.256194391055,-2351.5121075664647,2939.282657729229
50.0,2612162.6974329515,4555982.754858808,3785812.2276378833,-979.204019399127,-2357.7524299821816,2934.0500963360537
51.0,2611181.519583146,4553621.88272506,3788743.6603342015,-983.1515191937797,-2363.990927771665,2928.813051555073
52.0,2610196.394394564,4551254.773003264,3791669.8537409934,-987.0987001268659,-2370.2276112111285,2923.5715111633763
53.0,2609207.3221828924,4548881.427502638,3794590.8033565283,-991.0455685365014,-2376.462490540929,2918.32546290569
54.0,2608214.303257491,4546501.8480221825,3797506.504666805,-994.9921307407785,-2382.695575957652,2913.0748944964726
