t_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
0.0,2667352.37066115,4672023.293405927,3622089.543565109,-1237.1633730293252,-2271.560169029981,3823.445331429597
1.0,2666115.207288121,4669751.733236897,3625912.9888965385,-1239.158561736811,-2274.6754529848695,3820.9574381937273
2.0,2664874.0535376766,4667473.942499957,3629731.4584414964,-1243.1484154541977,-2280.904644155875,3815.979192606639
3.0,2663628.9104572125,4665189.923948585,3633544.947281752,-1247.1372241375502,-2287.131086071022,3810.9960247182753
4.0,2662379.7790894015,4662899.680327815,3637353.450490933,-1251.1249924984295,-2293.354787158314,3806.0079263658263
5.0,2661126.6604722156,4660603.214374268,3641156.9631344834,-1255.1117252376862,-2299.5757558234036,3801.014889350161
6.0,2659869.555638926,4658300.528816168,3644955.4802696332,-1259.0974270456936,-2305.7940004491247,3796.016905433964
7.0,2658608.465618124,4655991.62637337,3648748.9969453514,-1263.0821026000194,-2312.009529395029,3791.013966343133
8.0,2657343.391433726,4653676.509757378,3652537.5082023195,-1267.0657565698493,-2318.222350999713,3786.0060637679417
9.0,2656074.3341049845,4651355.181671371,3656321.0090728872,-1271.0483936129604,-2324.432473578956,3780.993189360248
10.0,2654801.2946465,4649027.64481022,3660099.49458104,-1275.0300183745567,-2330.639905427117,3775.9753347353544
11.0,2653524.2740682354,4646693.9018605165,3663872.959742358,-1279.010635489598,-2336.844654813409,3770.9524914720096
12.0,2652243.273375521,4644353.955500593,3667641.399563984,-1282.9902495825663,-2343.046729985159,3765.9246511107776
13.0,2650958.2935690703,4642007.808400546,3671404.8090445795,-1286.968865265837,-2349.2461391696706,3760.8918051542714
14.0,2649669.3356449893,4639655.463222254,3675163.1831742926,-1290.946487143403,-2355.442890570499,3755.853945070179
15.0,2648376.4005947835,4637296.922619405,3678916.51693472,-1294.9231198050547,-2361.636992367916,3750.811062286608
16.0,2647079.489405379,4634932.189237518,3682664.805298866,-1298.8987678315025,-2367.828452721238,3745.763148195576
17.0,2645778.6030591205,4632561.265713963,3686408.043231111,-1302.8734357934445,-2374.0172797669657,3740.7101941520814
18.0,2644473.7425337923,4630184.154677984,3690146.22568717,-1306.8471282473765,-2380.2034816187806,3735.65219147224
19.0,2643164.9088026257,4627800.858750725,3693879.3476140555,-1310.8198497409467,-2386.387066368945,3730.589131436078
20.0,2641852.1028343104,4625411.380545246,3697607.403950042,-1314.7916048110928,-2392.568042086903,3725.5210052861366
21.0,2640535.3255930035,4623015.722666551,3701330.389624628,-1318.7623979833443,-2398.7464168197475,3720.4478042260744
22.0,2639214.5780383437,4620613.887711607,3705048.2995584942,-1322.732233771123,-2404.922198591288,3715.3695194236934
23.0,2637889.8611254613,4618205.878269369,3708761.128663475,-1326.7011166773736,-2411.095395402517,3710.2861420088448
24.0,2636561.175804989,4615791.696920802,3712468.871842512,-1330.669051195262,-2417.266015236266,3705.197663072264
25.0,2635228.523023071,4613371.346238896,3716171.5239896197,-1334.6360418049153,-2423.434066047892,3700.1040736697614
26.0,2633891.903721379,4610944.828788706,3719869.0799898515,-1338.602092975285,-2429.599555771798,3695.0053648173343
27.0,2632551.31883712,4608512.147127353,3723561.5347192544,-1342.5672091667075,-2435.7624923218973,3689.901527494425
28.0,2631206.7693030457,4606073.303804062,3727248.8830448403,-1346.5313948257826,-2441.9228835850954,3684.7925526422914
29.0,2629858.2560474686,4603628.301360182,3730931.119824539,-1350.4946543872356,-2448.080737431068,3679.678431164939
30.0,2628505.779994271,4601177.1423292,3734608.23990717,-1354.4569922767114,-2454.2360617034137,3674.5591539295856
31.0,2627149.342062915,4598719.829236776,3738280.238132398,-1358.4184129079804,-2460.3888642219827,3669.4347117634024
32.0,2625788.9431684553,4596256.364600756,3741947.109330697,-1362.378920682473,-2466.539152787067,3664.3050954577047
33.0,2624424.5842215503,4593786.7509312015,3745608.8483233135,-1366.3385199899785,-2472.686935172882,3659.1702957667876
34.0,2623056.2661284753,4591310.99073041,3749265.4499222306,-1370.297215210041,-2478.8322191331536,3654.0303034048993
35.0,2621683.98979113,4588829.086492935,3752916.9089301233,-1374.2550107096322,-2484.975012396928,3648.8851090501994
36.0,2620307.756107056,4586341.040705617,3756563.220140331,-1378.2119108433835,-2491.1153226695023,3643.7347033445258
37.0,2618927.5659694434,4583846.855847596,3760204.3783368124,-1382.1679199554492,-2497.2531576338224,3638.5790768899024
38.0,2617543.420267145,4581346.534390349,3763840.3782941108,-1386.1230423771776,-2503.3885249472223,3633.418220251566
39.0,2616155.319884689,4578840.078797702,3767471.2147773155,-1390.077282428043,-2509.521432246547,3628.2521239575
40.0,2614763.265702289,4576327.491525856,3771096.8825420258,-1394.0306444151793,-2515.6518871420994,3623.080778499134
41.0,2613367.2585958587,4573808.775023418,3774717.376334314,-1397.9831326338463,-2521.7798972208984,3617.9041743292473
42.0,2611967.2994370214,4571283.931731414,3778332.6908906843,-1401.934751366498,-2527.9054700438865,3612.7223018640652
43.0,2610563.3890931257,4568752.96408333,3781942.820938042,-1405.8855048818514,-2534.0286131477915,3607.5351514827926
44.0,2609155.5284272577,4566215.8745051185,3785547.76119365,-1409.8353974376805,-2540.1493340469897,3602.3427135271486
45.0,2607743.7182982503,4563672.665415236,3789147.506365096,-1413.7844332775567,-2546.267640226055,3597.1449783034623
46.0,2606327.9595607026,4561123.339224666,3792742.051150257,-1417.732616631547,-2552.3835391453467,3591.941936078947
47.0,2604908.2530649872,4558567.898336945,3796331.390237254,-1421.6799517176114,-2558.497038239613,3586.7335770863574
48.0,2603484.5996572673,4556006.345148187,3799915.5183044295,-1425.6264427378774,-2564.6081449161284,3581.519891522359
49.0,2602057.0001795115,4553438.682047113,3803494.430020299,-1429.5720938814338,-2570.7168665556237,3576.3008695470635
50.0,2600625.4554695045,4550864.911415076,3807068.1200435236,-1433.516909322003,-2576.823210509494,3571.0765012840275
51.0,2599189.9663608675,4548285.035626094,3810636.583022867,-1437.460893219104,-2582.927184101194,3565.8467768216506
52.0,2597750.5336830663,4545699.0570468735,3814199.813597167,-1441.4040497182868,-2589.0287946267053,3560.6116862150375
53.0,2596307.158261431,4543106.97803684,3817757.806395297,-1445.3463829469401,-2595.1280493489467,3555.3712194827385
54.0,2594859.8409171724,4540508.800948176,3821310.5560361324,-1449.2878970159218,-2601.224955499638,3550.1253666107077
55.0,2593408.582467399,4537904.528125841,3824858.0571285184,-1453.2285960221197,-2607.3195202830248,3544.8741175502073
56.0,2591953.383725128,4535294.16190761,3828400.304271233,-1457.1684840430971,-2613.4117508670315,3539.6174622182734
57.0,2590494.245499313,4532677.704624107,3831937.292052955,-1461.1075651375577,-2619.5016543837264,3534.35539050214
58.0,2589031.168594853,4530055.158598842,3835469.015052237,-1465.0458433474414,-2625.589237933047,3529.0878922559787
59.0,2587564.153812618,4527426.526148241,3838995.467837467,-1468.9833226923365,-2631.674508576747,3523.814957301365
60.0,2586093.2019494683,4524791.809581689,3842516.64496684,-1472.9200071732048,-2637.7574733379297,3518.5365754330996
