t_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
0.0,2578130.0933894147,4753265.2847584365,3576365.8914578278,-1477.7081576059572,-2095.1767180087045,3838.41894504847
1.0,2576652.3852318088,4751170.108040428,3580204.310402876,-1479.6397224741522,-2098.34817689145,3835.947654387215
2.0,2575170.8139444664,4749068.588404654,3584037.786766602,-1483.5021951110102,-2104.6898059784435,3831.002594843274
3.0,2573685.3808415867,4746960.728428471,3587866.315592563,-1487.3633557944559,-2111.0288620512,3826.0525748233777
4.0,2572196.0872328775,4744846.530680551,3591689.891916249,-1491.2232090062462,-2117.3653537752107,3821.0975862457417
5.0,2570702.9344235742,4742725.9977209205,3595508.5107650543,-1495.081759216031,-2123.699289795477,3816.1376209931914
6.0,2569205.9237144454,4740599.13210096,3599322.1671582353,-1498.9390108790249,-2130.0306787383743,3811.1726709096693
7.0,2567705.056401816,4738465.936363444,3603130.8561068736,-1502.7949684362393,-2136.3595292060636,3806.202727801865
8.0,2566200.333777573,4736326.413042548,3606934.572613839,-1506.6496363170445,-2142.685849782545,3801.2277834406123
9.0,2564691.757129182,4734180.564663879,3610733.311673755,-1510.503018936608,-2149.009649027139,3796.247829558095
10.0,2563179.3277396997,4732028.393744494,3614527.0682729552,-1514.3551206963602,-2155.3309354810044,3791.2628578499425
11.0,2561663.0468877894,4729869.902792917,3618315.8373894547,-1518.2059459846932,-2161.6497176662087,3786.272859973833
12.0,2560142.9158477304,4727705.094309161,3622099.613992903,-1522.0554991781246,-2167.966004079208,3781.2778275499586
13.0,2558618.935889433,4725533.970784758,3625878.3930445546,-1525.903784636641,-2174.279803197831,3776.27775216219
14.0,2557091.108278457,4723356.534702766,3629652.1694972273,-1529.750806707656,-2180.5911234794185,3771.2726253557485
15.0,2555559.434276018,4721172.788537799,3633420.938295266,-1533.596569727175,-2186.899973358959,3766.2624386397656
16.0,2554023.9151390027,4718982.734756048,3637184.694374507,-1537.4410780160688,-2193.2063612514175,3761.247183484258
17.0,2552484.5521199857,4716786.375815297,3640943.4326622346,-1541.284335881006,-2199.510295548942,3756.2268513224553
18.0,2550941.3464672407,4714583.71416495,3644697.1480771517,-1545.1263476172462,-2205.811784625519,3751.2014335505664
19.0,2549394.299424751,4712374.7522460455,3648445.835529336,-1548.9671175049152,-2212.1108368323185,3746.170921526151
20.0,2547843.412232231,4710159.492491285,3652189.489920204,-1552.806649810169,-2218.4074604986235,3741.1353065699805
21.0,2546288.686125131,4707937.937325048,3655928.1061424757,-1556.6449487872887,-2224.701663935557,3736.094579965342
