t_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
0.0,2530915.539705338,4910793.483811356,3362652.595117384,-349.6832011458464,-2175.339995028451,3426.120304150041
1.0,2530565.856504192,4908618.143816328,3366078.715421534,-351.58788572554477,-2178.7056547924876,3423.797250369331
2.0,2530212.363933887,4906436.072501771,3369500.1896181228,-355.3971758063417,-2185.435723000206,3419.149016848067
3.0,2529855.0621525794,4904247.272370327,3372917.0134552303,-359.2063108070288,-2192.163294259459,3414.4965268038213
4.0,2529493.951312273,4902051.745913252,3376329.1826717304,-363.01529688038863,-2198.888379941229,3409.8397710144054
5.0,2529129.0315588186,4899849.495610445,3379736.692997259,-366.8241401743144,-2205.6109913894907,3405.1787402215414
6.0,2528760.303031924,4897640.523930473,3383139.5401521735,-370.63284683413804,-2212.3311399216764,3400.5134251287673
7.0,2528387.7658651504,4895424.833330601,3386537.7198475166,-374.441423000535,-2219.048836827744,3395.8438164037652
8.0,2528011.420185923,4893202.426256818,3389931.227784981,-378.2498748092912,-2225.764093369711,3391.169904677663
9.0,2527631.266115532,4890973.305143862,3393320.059656872,-382.0582083936315,-2232.47692078026,3386.491680545034
10.0,2527247.303769136,4888737.472415257,3396704.211146071,-385.8664298779331,-2239.18733026227,3381.8091345643625
11.0,2526859.533255776,4886494.9304833375,3400083.6779260007,-389.67454538308084,-2245.8953329902142,3377.1222572580446
12.0,2526467.9546783697,4884245.681749277,3403458.455660587,-393.48256102507,-2252.6009401092306,3372.4310391121544
13.0,2526072.568133726,4881989.728603119,3406828.540004225,-397.29048291267827,-2259.304162731394,3367.735470577376
14.0,2525673.3737125443,4879727.073423814,3410193.926601742,-401.09831714979373,-2266.005011936184,3363.035542069236
15.0,2525270.371499426,4877457.718579247,3413554.6110883635,-404.90606983192265,-2272.70349877188,3358.331243968336
16.0,2524863.5615728805,4875181.66642627,3416910.5890896786,-408.7137470485177,-2279.3996342536993,3353.6225666203536
17.0,2524452.944005329,4872898.919310739,3420261.856221604,-412.5213548813481,-2286.09342936147,3348.9095003351104
18.0,2524038.518863118,4870609.479567547,3423608.408090349,-416.3288994044997,-2292.7848950405605,3344.192035390297
19.0,2523620.28620652,4868313.349520658,3426950.2402923848,-420.13638668414205,-2299.4740422000177,3339.4701620289125
20.0,2523198.2460897495,4866010.531483147,3430287.3484144066,-423.94382277480327,-2306.160881709773,3334.7438704601955
21.0,2522772.3985609706,4863701.027757239,3433619.728033305,-427.7512137237936,-2312.845424402971,3330.013150861254
22.0,2522342.743662302,4861384.840634341,3436947.374716129,-431.55856557004154,-2319.527681073174,3325.277993376367
23.0,2521909.2814298305,4859061.972395092,3440270.284020058,-435.36588433827274,-2326.207662470173,3320.5383881186135
24.0,2521472.0118936254,4856732.425309401,3443588.4514923664,-439.1731760413386,-2332.8853793032467,3315.794325168943
25.0,2521030.935077748,4854396.201636486,3446901.8726703958,-442.9804466825444,-2339.5608422360383,3311.045794578269
26.0,2520586.0510002603,4852053.303624929,3450210.543081523,-446.78770225076005,-2346.234061885625,3306.292786369566
27.0,2520137.3596732463,4849703.7335127145,3453514.458243135,-450.59494872018695,-2352.905048822984,3301.5352905350737
28.0,2519684.86110282,4847347.493527283,3456813.613662593,-454.40219205082394,-2359.5738135646097,3296.773297038395
29.0,2519228.5552891446,4844984.585885585,3460108.0048372117,-458.2094381847419,-2366.240366576705,3292.006795819383
30.0,2518768.4422264504,4842615.01279413,3463397.627254232,-462.0166930472478,-2372.904718270991,3287.235776790185
31.0,2518304.52190305,4840238.776449043,3466682.476390792,-465.8239625445567,-2379.566878997721,3282.460229838034
32.0,2517836.7943013613,4837855.879036134,3469962.547713908,-469.6312525633257,-2386.2268590475433,3277.6801448294427
33.0,2517365.2593979235,4835466.322730948,3473237.836680451,-473.4385689662304,-2392.8846686473116,3272.8955116074067
34.0,2516889.917163429,4833070.1096988395,3476508.3387371227,-477.24591759382747,-2399.54031795403,3268.106319995597
35.0,2516410.767562736,4830667.24209504,3479774.049320442,-481.0533042596653,-2406.1938170525245,3263.3125598018523
36.0,2515927.8105549095,4828257.722064734,3483034.9638567264,-484.8607347479556,-2412.845175949391,3258.5142208160833
37.0,2515441.04609324,4825841.551743141,3486291.0777620743,-488.66821481636725,-2419.494404571131,3253.7112928156275
38.0,2514950.474125277,4823418.733255592,3489542.3864423577,-492.4757501864806,-2426.1415127567016,3248.90376556688
39.0,2514456.094592867,4820989.268717628,3492788.885293208,-496.28334654378705,-2432.7865102496,3244.091628827853
40.0,2513957.907432189,4818553.160235093,3496030.5697000134,-500.09100953582674,-2439.429406696465,3239.2748723533005
41.0,2513455.9125737953,4816110.409904235,3499267.4350379147,-503.8987447670661,-2446.0702116345055,3234.453485895414
42.0,2512950.109942655,4813661.019811824,3502499.476671804,-507.7065577949397,-2452.708934486378,3229.627459208481
43.0,2512440.4994582054,4811204.992035262,3505726.6899563316,-511.51445412635803,-2459.3455845508724,3224.796782055171
44.0,2511927.0810344024,4808742.328642722,3508949.0702359146,-515.3224392135162,-2465.9801709936,3219.9614442083985
45.0,2511409.8545797784,4806273.031693275,3512166.6128447484,-519.1305184466764,-2472.612702837214,3215.1214354590047
46.0,2510888.819997509,4803797.103237048,3515379.3131068326,-522.9386971492786,-2479.2431889441796,3210.276745621115
47.0,2510363.97718548,4801314.545315387,3518587.1663359907,-526.7469805737492,-2485.8716380107217,3205.4273645358626
48.0,2509835.3260363615,4798825.359961026,3521790.1678359043,-530.5553738905583,-2492.49805855006,3200.573282083031
49.0,2509302.8664376987,4796329.549198287,3524988.3129001567,-534.3638821819331,-2499.1224588723853,3195.714488187805
50.0,2508766.5982719976,4793827.115043282,3528181.59681228,-538.1725104358047,-2505.7448470722884,3190.85097282636
51.0,2508226.521416827,4791318.059504142,3531370.0148458094,-541.9812635316048,-2512.3652310073376,3185.982726041926
52.0,2507682.6357449344,4788802.384581267,3534553.5622643637,-545.79014623072,-2518.9836182733998,3181.109737951774
53.0,2507134.9411243657,4786280.092267595,3537732.234321713,-549.59916316811,-2525.6000161822885,3176.2319987595547
54.0,2506583.437418598,4783751.184548902,3540906.026261883,-553.4083188353106,-2532.214431737084,3171.3494987734593
55.0,2506028.124486695,4781215.663404121,3544074.93331926,-557.2176175648347,-2538.8268715976737,3166.462228416698
56.0,2505469.0021834685,4778673.530805707,3547238.9507187163,-561.0270635164343,-2545.4373420472257,3161.5701782486867
57.0,2504906.070359662,4776124.788720027,3550398.0736757573,-564.836660658475,-2552.0458489595912,3156.673338984372
58.0,2504339.3288621516,4773569.439107788,3553552.297396685,-568.6464127444196,-2558.6523977499455,3151.7717015140224
59.0,2503768.7775341733,4771007.483924527,3556701.6170787853,-572.4563232928049,-2565.2569933328778,3146.8652569304686
60.0,2503194.416215566,4768438.925121122,3559846.027910546,-576.2663955602329,-2571.859640070703,3141.9539965558797
61.0,2502616.244743053,4765863.764644385,3562985.525071897,-580.0766325101722,-2578.4603417105973,3137.037911971798
62.0,2502034.2629505456,4763282.004437701,3566120.1037344895,-583.887036785949,-2585.059101323597,3132.1169950566255
63.0,2501448.470669481,4760693.646441738,3569249.7590620103,-587.6976106707007,-2591.6559212272987,3127.1912380233407
64.0,2500858.8677292042,4758098.692595246,3572374.486210536,-591.5083560463972,-2598.2508029057644,3122.2606334637385
65.0,2500265.453957388,4755497.144835927,3575494.280328938,-595.3192743503023,-2604.8437469187193,3117.3251744001172
66.0,2499668.2291805036,4752889.005101409,3578609.1365593364,-599.1303665230516,-2611.4347527939826,3112.384854339529
67.0,2499067.193224342,4750274.275330339,3581719.050037617,-602.9411857714877,-2618.0228862799704,3107.440085273003
68.0,2498462.3468089607,4747652.959328849,3584824.0167298825,-606.7514718577731,-2624.60760322446,3102.4911074712873
69.0,2497853.6902806265,4745025.06012389,3587924.0322525594,-610.5616190333385,-2631.1897249957547,3097.537550864974
70.0,2497241.223570894,4742390.579878857,3591019.0918316124,-614.3718289658427,-2637.7696705562994,3092.5792234365363
71.0,2496624.946622695,4739749.520782777,3594109.1906994325,-618.1820893550757,-2644.3474124055356,3087.616132599069
72.0,2496004.859392184,4737101.885054046,3597194.3240968105,-621.9923859562259,-2650.9229190894403,3082.648287857417
73.0,2495380.9618507824,4734447.674944598,3600274.4872751473,-625.8027023561299,-2657.4961547534913,3077.675701061962
74.0,2494753.2539874716,4731786.892744539,3603349.6754989345,-629.6130197197199,-2664.067078635562,3072.6983866964
75.0,2494121.735811343,4729119.540787327,3606419.88404854,-633.4233165113255,-2670.6356444992125,3067.7163622032385
76.0,2493486.407354449,4726445.621455541,3609485.108223341,-637.2335681698751,-2677.201799992472,3062.729648350505
77.0,2492847.268675003,4723765.137187342,3612545.343345241,-641.0437467482407,-2683.7654859256,3057.738269642694
78.0,2492204.3198609524,4721078.09048369,3615600.5847626263,-644.8538205146324,-2690.3266354640946,3052.742254792014
79.0,2491557.561033974,4718384.483916414,3618650.827854825,-648.6637534899637,-2696.8851732104085,3047.74163724971
80.0,2490906.9923539725,4715684.320137269,3621696.0680371257,-652.4735049298033,-2703.4410141683184,3042.7364558032714
81.0,2490252.6140241143,4712977.601888077,3624736.3007664317,-656.2830287427641,-2709.9940625787713,3037.7267552625854
82.0,2489594.426296487,4710264.332012111,3627771.521547651,-660.0922728281002,-2716.5442106025293,3032.71258723177
83.0,2488932.429478458,4707544.513466872,3630801.7259408953,-663.9011783269234,-2723.091336826794,3027.6940109869465
84.0,2488266.623939833,4704818.149338458,3633826.909569625,-667.7096787749324,-2729.635304570198,3022.6710944785737
85.0,2487597.0101209083,4702085.242857732,3636847.0681298524,-671.5176991408225,-2736.1759599726647,3017.6439154655673
86.0,2486923.5885415515,4699345.797418512,3639862.197400556,-675.3251547329128,-2742.7131298254244,3012.6125628093723
87.0,2486246.3598114424,4696599.816598081,3642872.293255471,-679.1319499614183,-2749.2466191020794,3007.577137950575
88.0,2485565.3246416287,4693847.304180308,3645877.351676457,-682.9379769293591,-2755.7762081623077,3002.53775658831
89.0,2484880.4838575837,4691088.264181756,3648877.368768648,-686.74311383022,-2762.3016495709307,2997.4945506013464
90.0,2484191.838413968,4688322.700881166,3651872.34077766,-690.547223122092,-2768.822664474603,2992.4476702397224
91.0,2483499.3894113395,4685550.618852807,3654862.264109127,-694.3501494470984,-2775.3389384807087,2987.3972866288386
92.0,2482803.138115074,4682772.023004205,3657847.1353509175,-698.1517172649037,-2781.8501169634983,2982.3435946386307
93.0,2482103.0859768097,4679986.91861888,3660826.9512984045,-701.9517281451263,-2788.3557997080497,2977.286816161126
94.0,2481399.234658784,4677195.311404789,3663801.7089832397,-705.7499576755799,-2794.8555347961374,2972.227203871589
95.0,2480691.5860614586,4674397.207549288,3666771.4057061477,-709.5461519339588,-2801.3488116287626,2967.16504553915
96.0,2479980.142354916,4671592.613781531,3669736.039074318,-713.3400234491564,-2807.835052946117,2962.10066897003
97.0,2479264.9060145603,4668781.537443396,3672695.6070440877,-717.1312465765513,-2814.313605702948,2957.0344476883765
98.0,2478545.8798617627,4665963.986570125,3675650.107969695,-720.9194521985482,-2820.7837306172587,2951.9668074592482
99.0,2477823.067110163,4663139.969982161,3678599.540659006,-724.70422165934,-2827.2445902079344,2946.8982337899506
100.0,2477096.471418444,4660309.49738971,3681543.9044372747,-728.4850797944237,-2833.695235072635,2941.82928056689
101.0,2476366.0969505743,4657472.579512016,3684483.19922014,-732.2614869340323,-2840.1345881423913,2936.7605799923185
102.0,2475631.948444576,4654629.228213425,3687417.4255972593,-736.0328297193628,-2846.561426615808,2931.692854036577
103.0,2474894.0312911356,4651779.456658784,3690346.584928213,-739.7984105376527,-2852.974361196626,2926.6269276465755
104.0,2474152.3516235007,4648923.279491032,3693270.6794525525,-743.5574353765696,-2859.3718122281134,2921.5637439722195
105.0,2473406.9164203824,4646060.713034328,3696189.7124161576,-747.3089998345822,-2865.7519822330214,2916.5043819509447
106.0,2472657.7336238315,4643191.7755265655,3699103.6882164543,-751.0520730172284,-2872.112824319862,2911.4500766091514
107.0,2471904.812274348,4640316.487385688,3702012.612569376,-754.7854789744597,-2878.4520057826303,2906.4022425187286
108.0,2471148.1626658826,4637434.871515,3704916.492701492,-758.5078752965201,-2884.7668661624193,2901.3625009104144
109.0,2470387.796523755,4634546.9536533635,3707815.3375711967,-762.2177284276113,-2891.0543688940816,2896.332711022347
110.0,2469623.7272090274,4631652.762777212,3710709.1581235365,-765.8853427027352,-2897.255123856012,2891.3472579000518
111.0,2468856.0258383495,4628752.4434056515,3713598.032086997,-769.4484871313907,-2903.244706956204,2886.478296303423
112.0,2468084.8302347646,4625846.2733633,3716482.1147161433,-772.9235705160536,-2909.0561756859533,2881.7074806496967
113.0,2467310.1786973174,4622934.33105428,3719361.447048296,-776.3579324109014,-2914.784462818876,2876.980689139338
114.0,2466532.114369943,4620016.704437662,3722236.076094422,-779.7464096010663,-2920.4193883431144,2872.304295039503
115.0,2465750.6858781152,4617093.492277593,3725106.055638375,-783.0831597747747,-2925.9494391595945,2867.6855251961388
116.0,2464965.9480503933,4614164.805559343,3727971.4471448143,-786.3615709212609,-2931.3615916883573,2863.132575110998
117.0,2464177.9627362727,4611230.769094217,3730832.320788597,-789.5741588298697,-2936.641110788565,2858.6547379989643
118.0,2463386.7997327335,4608291.523337766,3733688.756620812,-792.7124515331816,-2941.771322864108,2854.2625497223344
