t_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
0.0,2634374.653865674,4921410.653678791,3278582.9770551957,-2068.523481938988,-2263.804618742317,5041.99720937619
1.0,2632306.130383735,4919146.849060048,3283624.974264572,-2070.4898747012485,-2267.018585583195,5039.750225072028
2.0,2630233.6741162715,4916876.616507624,3288662.47750534,-2074.421730499249,-2273.445048553869,5035.252844946459
3.0,2628157.2869227366,4914599.958962941,3293695.479954465,-2078.351727028843,-2279.8685713191517,5030.748640254606
4.0,2626076.970662214,4912316.879364986,3298723.974785849,-2082.2798646574374,-2286.2891563102603,5026.23760791705
5.0,2623992.7271934217,4910027.38065032,3303747.955170299,-2086.206143741263,-2292.7068059449084,5021.7197448259685
6.0,2621904.5583747313,4907731.465753096,3308767.414275501,-2090.1305646218825,-2299.1215226254426,5017.195047848392
7.0,2619812.466064178,4905429.137605069,3313782.3452659957,-2094.053127628984,-2305.533308743965,5012.663513824344
8.0,2617716.4521194734,4903120.399135608,3318792.7413031496,-2097.9738330824766,-2311.942166677676,5008.125139564741
9.0,2615616.518398013,4900805.253271714,3323798.595545125,-2101.8926812883,-2318.3480987898074,5003.57992185466
10.0,2613512.666756897,4898483.702938029,3328799.901146859,-2105.809672539588,-2324.751107432414,4999.027857453795
11.0,2611404.899052934,4896155.751056849,3333796.651260033,-2109.7248071176,-2331.151194943115,4994.468943092274
12.0,2609293.2171426616,4893821.400548142,3338788.8390330435,-2113.6380852896255,-2337.5483636450954,4989.903175474377
13.0,2607177.6228823545,4891480.654329559,3343776.4576109815,-2117.5495073113125,-2343.9426158512942,4985.330551277613
14.0,2605058.118128039,4889133.51531644,3348759.5001355987,-2121.459073423175,-2350.3339538592845,4980.75106715248
15.0,2602934.704735508,4886779.98642184,3353737.9597452865,-2125.3667838531546,-2356.722379951272,4976.164719722932
16.0,2600807.3845603326,4884420.070556537,3358711.8295750446,-2129.272638816852,-2363.1078963982873,4971.571505584754
17.0,2598676.1594578745,4882053.770629044,3363681.102756456,-2133.1766385138035,-2369.490505460184,4966.971421309281
18.0,2596541.031283305,4879681.089545617,3368645.772417663,-2137.0787831312045,-2375.8702093805186,4962.36446343828
19.0,2594402.001891612,4877302.030210283,3373605.8316833326,-2140.9790728418157,-2382.247010387946,4957.750628488604
20.0,2592259.0731376214,4874916.595524841,3378561.2736746403,-2144.8775078025647,-2388.620910699945,4953.129912950797
21.0,2590112.246876007,4872524.788388883,3383512.091509234,-2148.7740881566424,-2394.991912520025,4948.502313286765
22.0,2587961.524961308,4870126.611699801,3388458.278301214,-2152.6688140321057,-2401.3600180386566,4943.867825933732
23.0,2585806.9092479427,4867722.068352805,3393399.8271611016,-2156.561685542809,-2407.725229430478,4939.226447300753
24.0,2583648.4015902225,4865311.16124094,3398336.7311958154,-2160.4527027853765,-2414.087548858486,4934.578173771733
25.0,2581486.003842372,4862893.8932550885,3403268.983508645,-2164.341865841765,-2420.4469784717076,4929.923001703108
26.0,2579319.717858539,4860470.267283997,3408196.5771992216,-2168.2291747778654,-2426.803520404268,4925.260927424766
27.0,2577149.5454928163,4858040.28621428,3413119.5053634946,-2172.1146296423394,-2433.157176778186,4920.591947240522
28.0,2574975.4885992543,4855603.95293044,3418037.7610937026,-2175.998230468249,-2439.5079497001134,4915.916057428112
29.0,2572797.5490318798,4853161.27031488,3422951.337478351,-2179.879977270728,-2445.8558412641287,4911.2332542384975
30.0,2570615.728644713,4850712.241247912,3427860.2276021796,-2183.7598700483795,-2452.2008535494097,4906.543533897027
31.0,2568430.029291783,4848256.868607781,3432764.424546145,-2187.6379087818787,-2458.54298862163,4901.84689260181
32.0,2566240.452827149,4845795.155270669,3437663.9213873832,-2191.514093433274,-2464.882248532027,4897.143326524645
33.0,2564047.0011049164,4843327.104110717,3442558.711199194,-2195.3884239457548,-2471.218635318801,4892.432831813116
34.0,2561849.6759792576,4840852.718000031,3447448.7870510095,-2199.260900243884,-2477.552151007112,4887.715404587332
35.0,2559648.4793044287,4838371.999808703,3452334.142008369,-2203.1315222326666,-2483.882797603961,4882.991040941328
36.0,2557443.412934792,4835884.952404823,3457214.769132892,-2207.000289797783,-2490.2105771056376,4878.259736943059
37.0,2555234.478724833,4833391.578654491,3462090.661482255,-2210.8672028037254,-2496.5354914939962,4873.521488636034
38.0,2553021.678529185,4830891.881421835,3466961.812110164,-2214.7322610931005,-2502.857542734593,4868.776292037917
39.0,2550805.014202647,4828385.863569022,3471828.214066331,-2218.5954644882586,-2509.176732781343,4864.024143139832
40.0,2548584.4876002083,4825873.5279562725,3476689.860396444,-2222.456812787801,-2515.4930635723285,4859.26503790752
41.0,2546360.1005770713,4823354.8774418775,3481546.744142146,-2226.3163057684433,-2521.8065370321274,4854.498972282046
42.0,2544131.8549886714,4820829.914882208,3486398.858341008,-2230.173943181988,-2528.1171550690196,4849.725942178164
43.0,2541899.7526907073,4818298.643131739,3491246.196026502,-2234.029724756023,-2534.4249195782468,4844.945943486178
44.0,2539663.7955391593,4815761.065043052,3496088.7502279803,-2237.883650194155,-2540.7298324420117,4840.158972072182
45.0,2537423.985390319,4813217.183466855,3500926.5139706465,-2241.7357191715855,-2547.0318955229595,4835.365023776423
46.0,2535180.324100816,4810667.001252006,3505759.480275533,-2245.585931337904,-2553.3311106739566,4830.5640944135375
47.0,2532932.813527643,4808110.5212455075,3510587.6421594736,-2249.43428631383,-2559.6274797325023,4825.756179776043
48.0,2530681.4555281885,4805547.746292541,3515410.9926350852,-2253.2807836912107,-2565.9210045174696,4820.941275629913
49.0,2528426.251960261,4802978.679236473,3520229.5247107334,-2257.1254230313934,-2572.2116868384182,4816.119377716677
50.0,2526167.2046821257,4800403.322918864,3525043.2313905186,-2260.968203863129,-2578.4995284853503,4811.290481757605
51.0,2523904.3155525345,4797821.680179502,3529852.1056742487,-2264.8091256842017,-2584.7845312333666,4806.454583445797
52.0,2521637.5864307573,4795233.753856397,3534656.14055741,-2268.64818795654,-2591.0666968473233,4801.611678452697
53.0,2519367.0191766215,4792639.546785807,3539455.329031154,-2272.4853901069146,-2597.346027071122,4796.761762426468
54.0,2517092.6156505435,4790039.061802255,3544249.664082263,-2276.3207315248437,-2603.62252363516,4791.904830991756
55.0,2514814.377713572,4787432.301738537,3549039.1386931376,-2280.1542115602642,-2609.896188255865,4787.040879751788
56.0,2512532.307227423,4784819.269425743,3553823.7458417667,-2283.985829523066,-2616.167022632435,4782.1699042865075
57.0,2510246.4060545256,4782199.967693272,3558603.4785017106,-2287.815584680531,-2622.435028450098,4777.291900152806
58.0,2507956.676058062,4779574.399368843,3563378.3296420723,-2291.643476252444,-2628.7002073759213,4772.406862887088
59.0,2505663.1191020207,4776942.56727852,3568148.2922274848,-2295.4695034141187,-2634.962561062537,4767.514788005035
60.0,2503365.7370512336,4774304.474246718,3572913.3592180824,-2299.2936652915087,-2641.2220911472104,4762.615670999279
61.0,2501064.5317714377,4771660.123096226,3577673.5235694833,-2303.115960955154,-2647.478799249511,4757.709507344523
62.0,2498759.5051293233,4769009.516648219,3582428.7782327714,-2306.936389423674,-2653.732686973177,4752.79629249312
63.0,2496450.6589925904,4766352.657722279,3587179.1161544695,-2310.7549496558495,-2659.983755905647,4747.876021879725
64.0,2494137.9952300116,4763689.549136408,3591924.530276531,-2314.5716405492276,-2666.232007618062,4742.948690919904
65.0,2491821.515711492,4761020.193707043,3596665.0135363094,-2318.3864609389566,-2672.4774436634034,4738.014295010129
66.0,2489501.2223081337,4758344.594249081,3601400.558866551,-2322.1994095889386,-2678.720065579284,4733.072829530574
67.0,2487177.116892314,4755662.753575885,3606131.1591953705,-2326.010485190898,-2684.959874886088,4728.124289843254
68.0,2484849.201337752,4752974.674499309,3610856.8074462377,-2329.8196863604244,-2691.196873084642,4723.168671294581
69.0,2482517.477519593,4750280.359829715,3615577.4965379597,-2333.627011629753,-2697.431061658077,4718.205969216069
70.0,2480181.9473144924,4747579.812375993,3620293.21938467,-2337.4324594473,-2703.6624420750886,4713.236178925494
71.0,2477842.6126006986,4744873.034945565,3625003.9688958107,-2341.236028167652,-2709.8910157843493,4708.259295726195
72.0,2475499.475258157,4742160.030344424,3629709.737976122,-2345.0377160459757,-2716.116784213111,4703.2753149087075
73.0,2473152.5371686067,4739440.801377139,3634410.519525628,-2348.8375212345272,-2722.339748773258,4698.28423175402
74.0,2470801.800215688,4736715.350846877,3639106.30643963,-2352.6354417742696,-2728.5599108571187,4693.28604153404
75.0,2468447.266285058,4733983.681555425,3643797.091608696,-2356.4314755864907,-2734.777271836996,4688.280739509966
76.0,2466088.937264515,4731245.796303203,3648482.86791865,-2360.2256204646546,-2740.991833064705,4683.268320937175
77.0,2463726.815044129,4728501.697889295,3653163.6282505705,-2364.0178740685806,-2747.203595872503,4678.248781065922
78.0,2461360.901516378,4725751.389111458,3657839.365480782,-2367.80823391187,-2753.4125615726225,4673.222115142969
79.0,2458991.198576305,4722994.87276615,3662510.0724808564,-2371.596697351197,-2759.618731454015,4668.188318413682
80.0,2456617.7081216755,4720232.15164855,3667175.7421176094,-2375.383261579089,-2765.8221067846753,4663.147386122961
81.0,2454240.432053147,4717463.228552581,3671836.3672531024,-2379.167923608562,-2772.0226888111793,4658.099313518498
82.0,2451859.3722744584,4714688.106270928,3676491.9407446464,-2382.9506802605465,-2778.2204787572846,4653.044095854741
83.0,2449474.530692626,4711906.787595066,3681142.455444812,-2386.7315281499177,-2784.415477823466,4647.981728392886
84.0,2447085.9092181586,4709119.275315281,3685787.904201432,-2390.5104636705946,-2790.60768718319,4642.912206404842
85.0,2444693.5097652846,4706325.5722207,3690428.2798576215,-2394.287482979009,-2796.7971079875715,4637.835525177419
86.0,2442297.3342522006,4703525.681099306,3695063.575251787,-2398.062581975246,-2802.983741363045,4632.751680014422
87.0,2439897.384601334,4700719.604737974,3699693.7832176504,-2401.8357562830206,-2809.1675884048454,4627.660666240612
88.0,2437493.6627396345,4697907.345922496,3704318.896584268,-2405.6070012289565,-2815.348650185857,4622.562479207059
89.0,2435086.170598876,4695088.907437602,3708938.9081760645,-2409.3763118186034,-2821.526927747298,4617.457114295568
90.0,2432674.9101159973,4692264.292067002,3713553.8108128593,-2413.143682712689,-2827.7024221010506,4612.344566921238
91.0,2430259.883233451,4689433.5025934,3718163.597309907,-2416.9091081975494,-2833.875134228263,4607.224832539447
92.0,2427841.091899602,4686596.541798545,3722768.260477938,-2420.6725821539294,-2840.0450650770217,4602.097906654002
93.0,2425418.538069143,4683753.412463246,3727367.793123215,-2424.434098028345,-2846.2122155632824,4596.963784820633
94.0,2422992.2237035455,4680904.1173674185,3731962.1880475795,-2428.1936487925705,-2852.3765865662135,4591.822462653741
95.0,2420562.150771558,4678048.6592901135,3736551.4380485225,-2431.951226908015,-2858.5381789291278,4586.673935836414
96.0,2418128.3212497295,4675187.04100956,3741135.5359192523,-2435.7068242814858,-2864.696993456222,4581.518200128106
97.0,2415690.737122995,4672319.265303201,3745714.4744487787,-2439.4604322176892,-2870.85303091025,4576.3552513746545
98.0,2413249.400385294,4669445.33494774,3750288.2464220016,-2443.212041370105,-2877.0062920106575,4571.185085515026
99.0,2410804.3130402546,4666565.25271918,3754856.8446198087,-2446.961641685106,-2883.1567774321884,4566.007698597154
100.0,2408355.477101924,4663679.021392875,3759420.261819196,-2450.7092223409563,-2889.3044878030196,4560.8230867879465
101.0,2405902.8945955727,4660786.643743574,3763978.4907933846,-2454.4547716791276,-2895.4494236987084,4555.631246386794
102.0,2403446.5675585656,4657888.122545478,3768531.5243119695,-2458.198277134681,-2901.591585639864,4550.432173840003
