t_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
0.0,2677574.3797377935,4807133.810805244,3407054.0137571814,-1530.3473970564082,-2776.4357182988897,5092.965787296183
1.0,2676044.032340737,4804357.3750869455,3412146.9795444775,-1532.360509706894,-2779.5761206620373,5090.657295367913
2.0,2674509.6587183797,4801574.65856392,3417235.328347917,-1536.3861528721172,-2785.8551528733224,5086.0368775299285
3.0,2672971.260034993,4798785.664781199,3422319.0532995374,-1540.4106318193953,-2792.130640874151,5081.40959029831
4.0,2671428.837454741,4795990.397282172,3427398.147528514,-1544.433946649311,-2798.4025862980634,5076.775430797832
5.0,2669882.392141694,4793188.859608603,3432472.604161133,-1548.4560974524356,-2804.670990760904,5072.134396126261
6.0,2668331.925259836,4790381.05530065,3437542.4163207663,-1552.477084311191,-2810.935855865944,5067.48648335808
7.0,2666777.437973072,4787566.987896871,3442607.577127849,-1556.4969072982203,-2817.1971832024865,5062.831689541228
8.0,2665218.9314452396,4784746.660934245,3447668.079699849,-1560.5155664766207,-2823.454974341672,5058.170011697337
9.0,2663656.4068401186,4781920.0779481875,3452723.917151244,-1564.533061900409,-2829.7092308425345,5053.501446824055
10.0,2662089.8653214388,4779087.24247256,3457775.082593497,-1568.5493936138228,-2835.9599542468786,5048.8259918941185
11.0,2660519.308052891,4776248.158039694,3462821.569135032,-1572.5645616508555,-2842.207146081142,5044.143643853255
12.0,2658944.736198137,4773402.828180398,3467863.3698812034,-1576.5785660347901,-2848.45080785919,5039.454399622977
13.0,2657366.1509208214,4770551.256423975,3472900.477934278,-1580.5914067795966,-2854.6909410767257,5034.758256099885
14.0,2655783.553384578,4767693.446298244,3477932.886393403,-1584.6030838871375,-2860.9275472145528,5030.055210154271
15.0,2654196.944753047,4764829.401329546,3482960.5883545866,-1588.6135973483324,-2867.1606277399696,5025.345258632442
16.0,2652606.326189881,4761959.1250427645,3487983.576910668,-1592.6229471447878,-2873.390184103977,5020.628398354398
17.0,2651011.6988587575,4759082.620961338,3493001.8451512954,-1596.63113324577,-2879.6162177422084,5015.904626114294
18.0,2649413.0639233897,4756199.89260728,3498015.3861628966,-1600.6381556068081,-2885.8387300726026,5011.173938683234
19.0,2647810.422547544,4753310.943501193,3503024.193028662,-1604.6440141731873,-2892.0577225014567,5006.436332806479
20.0,2646203.7758950433,4750415.777162277,3508028.2588285096,-1608.6487088785507,-2898.273196416907,5001.691805202514
21.0,2644593.125129787,4747514.397108359,3513027.576639067,-1612.6522396425717,-2904.485153191723,4996.940352566075
22.0,2642978.471415758,4744606.806855894,3518022.1395336417,-1616.6546063723508,-2910.6935941842385,4992.18197156745
23.0,2641359.815917042,4741693.009919991,3523011.940582202,-1620.655808962416,-2916.898520735558,4987.416658850852
24.0,2639737.1597978333,4738773.009814423,3527996.9728513435,-1624.6558472926263,-2923.0999341718853,4982.644411035348
25.0,2638110.504222457,4735846.810051647,3532977.2294042725,-1628.6547212288715,-2929.297835801728,4977.865224716021
26.0,2636479.8503553756,4732914.414142819,3537952.7033007755,-1632.652430623304,-2935.492226921022,4973.079096461413
27.0,2634845.19936121,4729975.825597805,3542923.3875971953,-1636.6489753129426,-2941.683108808007,4968.286022816086
28.0,2633206.5524047497,4727031.047925203,3547889.2753464077,-1640.6443551203702,-2947.87048272416,4963.486000300851
29.0,2631563.9106509695,4724080.084632357,3552850.359597797,-1644.638569851173,-2954.05434991559,4958.679025409743
30.0,2629917.2752650473,4721122.939225372,3557806.633397227,-1648.6316192953382,-2960.234711612109,4953.865094611887
31.0,2628266.647412379,4718159.615209132,3562758.089787021,-1652.6235032263212,-2966.411569027696,4949.044204353355
32.0,2626612.0282585947,4715190.116087317,3567704.721805934,-1656.6142214001156,-2972.584923360031,4944.216351054842
33.0,2624953.4189695786,4712214.445362412,3572646.5224891305,-1660.6037735552527,-2978.7547757904977,4939.38153111143
34.0,2623290.820711484,4709232.606535736,3577583.4848681567,-1664.59215941187,-2984.9211274823174,4934.539740893757
35.0,2621624.234650755,4706244.603107448,3582515.601970918,-1668.5793786710128,-2991.0839795828797,4929.690976749407
36.0,2619953.661954142,4703250.43857657,3587442.8668216555,-1672.5654310137033,-2997.243333225604,4924.835234999657
37.0,2618279.1037887274,4700250.1164409965,3592365.2724409173,-1676.550316101173,-3003.3991895257495,4919.9725119418
38.0,2616600.56132194,4697243.640197518,3597282.811845539,-1680.5340335736983,-3009.551549580414,4915.102803849615
39.0,2614918.03572158,4694231.013341836,3602195.4780486166,-1684.5165830496699,-3015.7004144699313,4910.226106970571
40.0,2613231.5281558405,4691212.239368578,3607103.2640594803,-1688.4979641241953,-3021.845785257872,4905.342417529784
41.0,2611541.0397933316,4688187.32177132,3612006.162883676,-1692.4781763686333,-3027.987662992906,4900.451731727691
42.0,2609846.571803103,4685156.264042593,3616904.1675229357,-1696.4572193308268,-3034.1260487046093,4895.5540457398165
43.0,2608148.12535467,4682119.069673911,3621797.2709751558,-1700.4350925316103,-3040.2609434048645,4890.649355717935
44.0,2606445.70161804,4679075.742155783,3626685.4662343715,-1704.411795466207,-3046.392348089721,4885.737657790538
45.0,2604739.3017637376,4676026.284977731,3631568.746290737,-1708.387327602366,-3052.520263736602,4880.818948061671
46.0,2603028.9269628352,4672970.70162831,3636447.104130495,-1712.3616883773357,-3058.6446913057007,4875.89322261163
47.0,2601314.578386983,4669908.99559512,3641320.53273596,-1716.334877198562,-3064.765631737653,4870.960477497894
48.0,2599596.257208438,4666841.170364834,3646189.0250854907,-1720.306893443456,-3070.8830859577283,4866.02070875233
49.0,2597873.964600096,4663767.229423204,3651052.5741534648,-1724.2777364535723,-3076.997054872103,4861.073912386084
50.0,2596147.701735531,4660687.17625509,3655911.172910263,-1728.2474055371713,-3083.1075393683277,4856.120084386319
51.0,2594417.4697890216,4657601.014344468,3660764.8143222374,-1732.21589996689,-3089.214540315792,4851.159220714355
52.0,2592683.269935597,4654508.747174459,3665613.4913516915,-1736.183218974853,-3095.3180585647933,4846.191317312187
53.0,2590945.103351072,4651410.378227338,3670457.1969568618,-1740.1493617550004,-3101.4180949488655,4841.216370097594
54.0,2589202.971212087,4648305.910984561,3675295.9240918867,-1744.1143274579663,-3107.5146502791904,4836.234374965774
55.0,2587456.874696156,4645195.34892678,3680129.6657067933,-1748.0781151892152,-3113.6077253487892,4831.245327789802
56.0,2585706.814981709,4642078.695533863,3684958.4147474663,-1752.0407240090426,-3119.6973209339194,4826.249224419473
57.0,2583952.793248138,4638955.954284912,3689782.1641556323,-1756.002152928384,-3125.783437788952,4821.246060684323
58.0,2582194.810675852,4635827.128658285,3694600.906868835,-1759.9624009050895,-3131.866076647304,4816.235832391307
59.0,2580432.8684463277,4632692.222131617,3699414.635820415,-1763.921466841828,-3137.945238223765,4811.21853532549
60.0,2578666.9677421683,4629551.238181838,3704223.343939486,-1767.87934958376,-3144.0209232121706,4806.194165251916
61.0,2576897.10974716,4626404.180285193,3709027.0241509187,-1771.8360479157418,-3150.093132285401,4801.162717914209
62.0,2575123.295646337,4623251.051917267,3713825.6693753144,-1775.7915605558082,-3156.1618660953827,4796.124189035036
63.0,2573345.5266260486,4620091.856553002,3718619.272528989,-1779.7458861535415,-3162.227125271689,4791.078574317973
64.0,2571563.80387403,4616926.597666724,3723407.8265239503,-1783.699023286812,-3168.288910424337,4786.025869445875
65.0,2569778.128579475,4613755.278732154,3728191.3242678805,-1787.6509704561904,-3174.3472221381962,4780.96607008297
66.0,2567988.5019331174,4610577.903222447,3732969.7586641163,-1791.601726077497,-3180.4020609757863,4775.89917187416
67.0,2566194.92512732,4607394.474610202,3737743.122611629,-1795.5512884818017,-3186.453427480068,4770.825170446653
68.0,2564397.399356154,4604204.996367487,3742511.4090050096,-1799.4996559079736,-3192.5013221651316,4765.744061409263
69.0,2562595.925815504,4601009.471965872,3747274.6107344474,-1803.446826492902,-3198.545745523181,4760.655840353575
70.0,2560790.505703168,4597807.904876441,3752032.7206857167,-1807.3927982717287,-3204.586698024068,4755.560502854874
71.0,2558981.1402189606,4594600.298569824,3756785.731740157,-1811.337569165742,-3210.6241801073775,4750.458044471452
72.0,2557167.8305648365,4591386.656516226,3761533.6367746596,-1815.2811369781848,-3216.6581921903417,4745.348460748559
73.0,2555350.577945004,4588166.982185443,3766276.4286616542,-1819.2234993844759,-3222.6887346631847,4740.231747215847
74.0,2553529.3835660676,4584941.2790469,3771014.1002690913,-1823.1646539224312,-3228.7158078863285,4735.107899388531
75.0,2551704.2486371594,4581709.55056967,3775746.6444604313,-1827.104597986443,-3234.739412195049,4729.976912770886
76.0,2549875.1743700947,4578471.80022251,3780474.054094633,-1831.0433288151398,-3240.7595478924923,4724.838782855077
77.0,2548042.161979529,4575228.031473885,3785196.3220261415,-1834.9808434820734,-3246.776215253398,4719.693505122326
78.0,2546205.2126831305,4571978.247792003,3789913.4411048777,-1838.9171388812829,-3252.7894145227037,4714.541075045709
79.0,2544364.3277017665,4568722.45264484,3794625.404176233,-1842.8522117168177,-3258.7991459104232,4709.38148808945
80.0,2542519.508259697,4565460.649500182,3799332.2040810566,-1846.7860584890004,-3264.805409594439,4704.214739711024
81.0,2540670.7555847885,4562192.841825651,3804033.833655655,-1850.71867547906,-3270.8082057186402,4699.040825364646
82.0,2538818.0709087388,4558919.033088745,3808730.285731786,-1854.6500587328337,-3276.8075343896635,4693.859740500338
83.0,2536961.455467323,4555639.226756872,3813421.5531366556,-1858.5802040437702,-3282.8033956792206,4688.671480566729
84.0,2535100.910500651,4552353.426297386,3818107.6286929194,-1862.5091069359332,-3288.795789618045,4683.476041013608
85.0,2533236.437253451,4549061.635177636,3822788.505218683,-1866.4367626402527,-3294.784716196358,4678.273417292396
86.0,2531368.0369753707,4545763.856864993,3827464.175527504,-1870.3631660745014,-3300.77017536154,4673.063604861731
87.0,2529495.710921302,4542460.0948269125,3832134.6324284063,-1874.2883118202444,-3306.752167018596,4667.846599187469
88.0,2527619.46035173,4539150.352530956,3836799.868725879,-1878.2121940949,-3312.7306910264306,4662.622395744314
89.0,2525739.286533112,4535834.63344486,3841459.877219895,-1882.134806724498,-3318.705747189466,4657.390990023268
