# Satellite Name: Multiple
# Target Name: HGV_00001
# Start Time (UTCG): 21 Jul 2025 23:59:30.000
# Stop Time  (UTCG): 22 Jul 2025 00:29:02.000
# Orbit Altitude (km): 1300.000
# Inclination (deg): 60.000
# Orbit Geometry: delta
# Step Size (s): 0
# Number of Records: 177
# ---------------------------------------------
Strand Name,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
OBS_001 to HGV_00001,22 Jul 2025 00:08:52.502584974,22 Jul 2025 00:24:16.995417000,924.4928320262202
OBS_002 to HGV_00001,21 Jul 2025 23:59:59.984208000,22 Jul 2025 00:24:16.986429000,1457.002221
OBS_003 to HGV_00001,21 Jul 2025 23:59:59.990510000,22 Jul 2025 00:17:01.340889589,1021.3503795885744
OBS_004 to HGV_00001,21 Jul 2025 23:59:59.985594000,22 Jul 2025 00:05:53.944657164,353.95906316383804
OBS_012 to HGV_00001,22 Jul 2025 00:20:35.410836948,22 Jul 2025 00:24:16.987782000,221.5769450515661
OBS_021 to HGV_00001,22 Jul 2025 00:15:09.670528964,22 Jul 2025 00:24:16.991024000,547.3204950361397
OBS_022 to HGV_00001,21 Jul 2025 23:59:59.983839000,22 Jul 2025 00:24:16.990553000,1457.0067139999999
OBS_023 to HGV_00001,21 Jul 2025 23:59:59.994561000,22 Jul 2025 00:21:24.178143057,1284.1835820573724
OBS_024 to HGV_00001,21 Jul 2025 23:59:59.990461000,22 Jul 2025 00:10:12.344227330,612.3537663297357
OBS_030 to HGV_00001,22 Jul 2025 00:16:23.407866165,22 Jul 2025 00:24:16.987214000,473.57934783481664
OBS_031 to HGV_00001,21 Jul 2025 23:59:59.985749000,22 Jul 2025 00:24:16.984613000,1456.998864
OBS_032 to HGV_00001,21 Jul 2025 23:59:59.988940000,22 Jul 2025 00:15:20.684599868,920.6956598675994
OBS_033 to HGV_00001,21 Jul 2025 23:59:59.982402000,22 Jul 2025 00:01:01.865617135,61.883215135356096
OBS_073 to HGV_00001,21 Jul 2025 23:59:59.982949000,22 Jul 2025 00:00:46.900654404,46.917705403638955
OBS_082 to HGV_00001,22 Jul 2025 00:08:59.734290535,22 Jul 2025 00:15:11.846735630,372.1124450957619
OBS_083 to HGV_00001,22 Jul 2025 00:03:13.867102310,22 Jul 2025 00:09:40.340031283,386.4729289728881
OBS_084 to HGV_00001,21 Jul 2025 23:59:59.985018000,22 Jul 2025 00:05:13.571625730,313.58660773014384
OBS_089 to HGV_00001,22 Jul 2025 00:17:39.780911743,22 Jul 2025 00:24:16.988881000,397.20796925667923
OBS_090 to HGV_00001,22 Jul 2025 00:09:36.623688630,22 Jul 2025 00:24:16.987577000,880.3638883697722
OBS_091 to HGV_00001,22 Jul 2025 00:03:03.914155316,22 Jul 2025 00:20:04.408072142,1020.493916825748
OBS_092 to HGV_00001,21 Jul 2025 23:59:59.988948000,22 Jul 2025 00:13:02.731696015,782.7427480147699
OBS_093 to HGV_00001,21 Jul 2025 23:59:59.994424000,22 Jul 2025 00:06:38.458079035,398.46365503460913
OBS_094 to HGV_00001,21 Jul 2025 23:59:59.984747000,22 Jul 2025 00:01:19.741205338,79.75645833752928
OBS_097 to HGV_00001,22 Jul 2025 00:22:08.948796701,22 Jul 2025 00:24:16.986347000,128.03755029921467
OBS_098 to HGV_00001,22 Jul 2025 00:13:07.440725092,22 Jul 2025 00:24:16.994410000,669.5536849078931
OBS_099 to HGV_00001,22 Jul 2025 00:04:58.425313901,22 Jul 2025 00:24:16.987163000,1158.5618490985119
OBS_100 to HGV_00001,21 Jul 2025 23:59:59.984510000,22 Jul 2025 00:18:31.039890962,1111.0553809615462
OBS_101 to HGV_00001,21 Jul 2025 23:59:59.992459000,22 Jul 2025 00:10:28.296868613,628.3044096129418
OBS_102 to HGV_00001,21 Jul 2025 23:59:59.987371000,22 Jul 2025 00:02:46.172654620,166.18528362000038
OBS_109 to HGV_00001,21 Jul 2025 23:59:59.988367000,22 Jul 2025 00:13:21.696708384,801.7083413837722
OBS_110 to HGV_00001,21 Jul 2025 23:59:59.984898000,22 Jul 2025 00:02:36.358833728,156.37393572824547
OBS_118 to HGV_00001,22 Jul 2025 00:16:39.824581748,22 Jul 2025 00:24:16.992376000,457.1677942523272
OBS_119 to HGV_00001,22 Jul 2025 00:07:34.473213164,22 Jul 2025 00:24:16.992626000,1002.5194128356684
OBS_120 to HGV_00001,21 Jul 2025 23:59:59.982471000,22 Jul 2025 00:22:28.446976006,1348.4645050063812
