# Satellite Name: Multiple
# Target Name: HGV_00004
# Start Time (UTCG): 21 Jul 2025 23:59:30.000
# Stop Time  (UTCG): 22 Jul 2025 00:29:02.000
# Orbit Altitude (km): 1300.000
# Inclination (deg): 60.000
# Orbit Geometry: delta
# Step Size (s): 0
# Number of Records: 177
# ---------------------------------------------
Strand Name,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
OBS_001 to HGV_00004,22 Jul 2025 00:08:46.302600562,22 Jul 2025 00:23:56.995481000,910.6928804379338
OBS_002 to HGV_00004,21 Jul 2025 23:59:59.984144000,22 Jul 2025 00:23:56.986534000,1437.0023899999999
OBS_003 to HGV_00004,21 Jul 2025 23:59:59.990450000,22 Jul 2025 00:16:42.559269412,1002.5688194122145
OBS_004 to HGV_00004,21 Jul 2025 23:59:59.985595000,22 Jul 2025 00:05:49.735586086,349.74999108623143
OBS_012 to HGV_00004,22 Jul 2025 00:20:21.840880391,22 Jul 2025 00:23:56.987707000,215.14682660888934
OBS_021 to HGV_00004,22 Jul 2025 00:14:53.623182215,22 Jul 2025 00:23:56.990997000,543.367814784663
OBS_022 to HGV_00004,21 Jul 2025 23:59:59.983824000,22 Jul 2025 00:23:56.990579000,1437.006755
OBS_023 to HGV_00004,21 Jul 2025 23:59:59.994543000,22 Jul 2025 00:21:07.229030656,1267.234487656488
OBS_024 to HGV_00004,21 Jul 2025 23:59:59.990469000,22 Jul 2025 00:10:05.590665521,605.6001965214817
OBS_030 to HGV_00004,22 Jul 2025 00:16:17.651069130,22 Jul 2025 00:23:56.987039000,459.33596986960663
OBS_031 to HGV_00004,21 Jul 2025 23:59:59.985803000,22 Jul 2025 00:23:56.984512000,1436.998709
OBS_032 to HGV_00004,21 Jul 2025 23:59:59.989006000,22 Jul 2025 00:14:59.673203083,899.6841970826914
OBS_033 to HGV_00004,21 Jul 2025 23:59:59.982429000,22 Jul 2025 00:01:02.503616100,62.52118709964947
OBS_073 to HGV_00004,21 Jul 2025 23:59:59.982936000,22 Jul 2025 00:00:47.296311125,47.31337512534979
OBS_081 to HGV_00004,22 Jul 2025 00:19:09.547325113,22 Jul 2025 00:20:43.336164367,93.7888392537177
OBS_082 to HGV_00004,22 Jul 2025 00:08:58.367043136,22 Jul 2025 00:15:25.629203408,387.2621602720162
OBS_083 to HGV_00004,22 Jul 2025 00:03:14.969301605,22 Jul 2025 00:09:45.171727723,390.202426117978
OBS_084 to HGV_00004,21 Jul 2025 23:59:59.984958000,22 Jul 2025 00:05:17.012970786,317.02801278588726
OBS_089 to HGV_00004,22 Jul 2025 00:17:41.074926791,22 Jul 2025 00:23:56.988874000,375.9139472093939
OBS_090 to HGV_00004,22 Jul 2025 00:09:40.125317505,22 Jul 2025 00:23:56.988156000,856.8628384948843
OBS_091 to HGV_00004,22 Jul 2025 00:03:05.169708209,22 Jul 2025 00:20:15.502950999,1030.3332427899732
OBS_092 to HGV_00004,21 Jul 2025 23:59:59.988880000,22 Jul 2025 00:13:05.743995960,785.755115960242
OBS_093 to HGV_00004,21 Jul 2025 23:59:59.994429000,22 Jul 2025 00:06:39.702483144,399.70805414433414
OBS_094 to HGV_00004,21 Jul 2025 23:59:59.984800000,22 Jul 2025 00:01:21.177378439,81.19257843854786
OBS_097 to HGV_00004,22 Jul 2025 00:22:07.903006737,22 Jul 2025 00:23:56.986037000,109.08303026254089
OBS_098 to HGV_00004,22 Jul 2025 00:13:09.054417074,22 Jul 2025 00:23:56.994586000,647.9401689262086
OBS_099 to HGV_00004,22 Jul 2025 00:05:00.146178208,22 Jul 2025 00:23:56.987636000,1136.841457792364
OBS_100 to HGV_00004,21 Jul 2025 23:59:59.984449000,22 Jul 2025 00:18:30.158242079,1110.1737930789006
OBS_101 to HGV_00004,21 Jul 2025 23:59:59.992451000,22 Jul 2025 00:10:27.552961624,627.5605106241456
OBS_102 to HGV_00004,21 Jul 2025 23:59:59.987438000,22 Jul 2025 00:02:47.335254306,167.34781630625366
OBS_109 to HGV_00004,21 Jul 2025 23:59:59.988330000,22 Jul 2025 00:13:15.634727531,795.6463975305977
OBS_110 to HGV_00004,21 Jul 2025 23:59:59.984929000,22 Jul 2025 00:02:35.996779744,156.01185074375906
OBS_118 to HGV_00004,22 Jul 2025 00:16:34.786451968,22 Jul 2025 00:23:56.992190000,442.20573803170487
OBS_119 to HGV_00004,22 Jul 2025 00:07:33.953182261,22 Jul 2025 00:23:56.992838000,983.039655739111
OBS_120 to HGV_00004,21 Jul 2025 23:59:59.982402000,22 Jul 2025 00:22:18.306839605,1338.324437604731
