# Satellite Name: OBS_115
# Target Name: HGV_00004
# Start Time (UTCG): 21 Jul 2025 23:59:30.000
# Stop Time  (UTCG): 22 Jul 2025 00:29:02.000
# Orbit Altitude (km): 1300.000
# Inclination (deg): 60.000
# Orbit Geometry: delta
# Step Size (s): 60
# Number of Records: 25
# ---------------------------------------------
Time (UTCG),Observer,Target,Frame,ux,uy,uz
22 Jul 2025 00:00:00.000000000,OBS_115,HGV_00004,icrf,0.34317593001010294,0.5787862607947774,0.7397545169695829
22 Jul 2025 00:01:00.000000000,OBS_115,HGV_00004,icrf,0.31109554445946486,0.5854924473985339,0.7486108176193716
22 Jul 2025 00:02:00.000000000,OBS_115,HGV_00004,icrf,0.2786506107389967,0.591399388743347,0.7567037730372301
22 Jul 2025 00:03:00.000000000,OBS_115,HGV_00004,icrf,0.24619527038874578,0.5971348823107241,0.763425059299189
22 Jul 2025 00:04:00.000000000,OBS_115,HGV_00004,icrf,0.21513342836182053,0.6042757938383868,0.7671820989714743
22 Jul 2025 00:05:00.000000000,OBS_115,HGV_00004,icrf,0.1837944892429885,0.610799482708996,0.7701581510614114
22 Jul 2025 00:06:00.000000000,OBS_115,HGV_00004,icrf,0.1519540250574416,0.6166929146893821,0.7723987462708345
22 Jul 2025 00:07:00.000000000,OBS_115,HGV_00004,icrf,0.11964330560106425,0.6220643855482783,0.7737708831800879
22 Jul 2025 00:08:00.000000000,OBS_115,HGV_00004,icrf,0.08893573474162735,0.6282600397688961,0.7729034593761059
22 Jul 2025 00:09:00.000000000,OBS_115,HGV_00004,icrf,0.05797756718252648,0.634171995908879,0.7710152276761754
22 Jul 2025 00:10:00.000000000,OBS_115,HGV_00004,icrf,0.026307278982022484,0.6395746186331545,0.7682787477685538
22 Jul 2025 00:11:00.000000000,OBS_115,HGV_00004,icrf,-0.004770982252166583,0.6448823334687069,0.7642669780307828
22 Jul 2025 00:12:00.000000000,OBS_115,HGV_00004,icrf,-0.03503199055300576,0.6504277335543085,0.7587598586254413
22 Jul 2025 00:13:00.000000000,OBS_115,HGV_00004,icrf,-0.06599525756967094,0.655562717438018,0.7522513871596344
22 Jul 2025 00:14:00.000000000,OBS_115,HGV_00004,icrf,-0.09650753704514711,0.6604461704049764,0.7446456548526155
22 Jul 2025 00:15:00.000000000,OBS_115,HGV_00004,icrf,-0.12613992831344054,0.6654752643789779,0.7356843011678378
22 Jul 2025 00:16:00.000000000,OBS_115,HGV_00004,icrf,-0.15631295533564216,0.6701458065141254,0.7255831158494318
22 Jul 2025 00:17:00.000000000,OBS_115,HGV_00004,icrf,-0.18565144685532564,0.6746125611466733,0.7144448422542151
22 Jul 2025 00:18:00.000000000,OBS_115,HGV_00004,icrf,-0.21448016374456572,0.6790803896094286,0.7020313980214925
22 Jul 2025 00:19:00.000000000,OBS_115,HGV_00004,icrf,-0.24341719050012756,0.6832006903933376,0.6884656040900601
22 Jul 2025 00:20:00.000000000,OBS_115,HGV_00004,icrf,-0.27148751703099655,0.6871235921656808,0.6739107486794342
22 Jul 2025 00:21:00.000000000,OBS_115,HGV_00004,icrf,-0.2991996440342786,0.6909049275481146,0.6581260928572088
22 Jul 2025 00:22:00.000000000,OBS_115,HGV_00004,icrf,-0.3265706595332645,0.6943042341959836,0.6413214753222732
22 Jul 2025 00:23:00.000000000,OBS_115,HGV_00004,icrf,-0.3532983476665278,0.6974512324110196,0.6234918250822952
22 Jul 2025 00:23:57.000000000,OBS_115,HGV_00004,icrf,-0.37836962322024287,0.7000587001334928,0.6056023815933816
