target,method,N,RMSE3D_m,P50_m,P95_m,MAX_m,sigma_urad
HGV_00001,KF,1458,4244.125633786226,1227.505657589885,9520.628361646592,23689.70210951065,50.0
HGV_00001,EW,1458,270.5869884910742,2.4393440990191273,583.6809554428429,1761.9668837041093,50.0
HGV_00001,KF,1458,4244.125633786226,1227.505657589885,9520.628361646592,23689.70210951065,450.0
HGV_00001,EW,1458,270.5869884910742,2.4393440990191273,583.6809554428429,1761.9668837041093,450.0
